Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,,
1 of 2,,,1,,,,,,,,,,,,,,"2,440.0",,,"1,220.0",,,1x,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,25340,,,,,,,,,,0.0,,,,0.0,,,"2,418.0",,,598.0,,,,
2,,26702,,,,,,,,,,0.0,,,,598.0,,,"2,418.0",,,618.0,,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks LIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,"2,418.0",,,,0.0,,"2,418.0",,,"1,220.0",,,"2,440.0",,,"1,220.0",,,"2,418.0",,,|,,
2,,0.0,,,,598.0,,"2,418.0",,,598.0,,,"2,418.0",,,"1,220.0",,,598.0,,,---,,
3,,0.0,,,,"1,216.0",,"2,418.0",,,"1,216.0",,,"2,418.0",,,622.0,,,618.0,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 6,056.0)   6,056.0",,,,,,,,,,,,,,,Count of cuts   (1 x 3)   3,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,,
2 of 2,,,1,,,,,,,,,,,,,,"2,440.0",,,"1,220.0",,,1x,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,25165,,,,,,,,,,0.0,,,,0.0,,,142.0,,,575.0,,,*,
2,,25562,,*,,,,,*,,,0.0,,,,575.0,,,58.0,,,595.0,,,*,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks LIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,142.0,,,,0.0,,142.0,,,"1,220.0",,,"2,440.0",,,"1,220.0",,,142.0,,,|,,
2,,0.0,,,,575.0,,142.0,,,575.0,,,142.0,,,"1,220.0",,,575.0,,,---,,
3,,0.0,,,,"1,170.0",,142.0,,,"1,170.0",,,142.0,,,645.0,,,595.0,,,---,,
4,,58.0,,,,575.0,,58.0,,,"1,170.0",,,142.0,,,595.0,,,58.0,,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 2,099.0)   2,099.0",,,,,,,,,,,,,,,Count of cuts   (1 x 4)   4,,,,,,,,,,,
