Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
1 of 14,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,34825,,,,,,,,,,0,,,,0,,,"2,051.00",,,751,,,
2,,35091,,,,,,,,,,"2,051.00",,,,0,,,386.5,,,742,,,
3,,34173,,,,,,,,,,0,,,,751,,,"1,758.50",,,459,,,
4,,36160,,,,,,,,,,"1,758.50",,,,751,,,98,,,457,,,
5,,33820,,,,,,,,,,"1,856.50",,,,751,,,571,,,449,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,751,,"2,440.00",,,751,,,"2,440.00",,,"1,220.00",,,751,,,---,,
2,,"2,051.00",,,,0,,"2,051.00",,,751,,,"2,440.00",,,751,,,"2,051.00",,,|,,
3,,"2,437.50",,,,0,,"2,437.50",,,751,,,389,,,751,,,386.5,,,|,,
4,,"2,051.00",,,,742,,"2,437.50",,,742,,,386.5,,,751,,,742,,,---,,
5,,0,,,,"1,210.00",,"2,440.00",,,"1,210.00",,,"2,440.00",,,469,,,459,,,---,,
6,,"1,758.50",,,,751,,"1,758.50",,,"1,210.00",,,"2,440.00",,,459,,,"1,758.50",,,|,,
7,,"1,856.50",,,,751,,"1,856.50",,,"1,210.00",,,681.5,,,459,,,98,,,|,,
8,,"1,758.50",,,,"1,208.00",,"1,856.50",,,"1,208.00",,,98,,,459,,,457,,,---,,
9,,"2,427.50",,,,751,,"2,427.50",,,"1,210.00",,,583.5,,,459,,,571,,,|,,
10,,"1,856.50",,,,"1,200.00",,"2,427.50",,,"1,200.00",,,571,,,459,,,449,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 8,814.5)   8,814.5",,,,,,,,,,,,,,,Count of cuts   (1 x 10)   10,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
2 of 14,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,33150,,,,,,,,,,0,,,,0,,,"2,049.00",,,417,,,
2,,35916,,,,,,,,,,"2,049.00",,,,0,,,387,,,351.5,,,*
3,,36347,,,,,,,,,,0,,,,417,,,"2,251.00",,,793.5,,,
4,,34077,,,,,,,,,,"2,251.00",,,,417,,,108,,,727.5,,,
5,,33566,,,,,,,,,,"2,359.00",,,,417,,,78,,,488,,,*
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,417,,"2,440.00",,,417,,,"2,440.00",,,"1,220.00",,,417,,,---,,
2,,"2,049.00",,,,0,,"2,049.00",,,417,,,"2,440.00",,,417,,,"2,049.00",,,|,,
3,,"2,436.00",,,,0,,"2,436.00",,,417,,,391,,,417,,,387,,,|,,
4,,"2,049.00",,,,351.5,,"2,436.00",,,351.5,,,387,,,417,,,351.5,,,---,,
5,,0,,,,"1,210.50",,"2,440.00",,,"1,210.50",,,"2,440.00",,,803,,,793.5,,,---,,
6,,"2,251.00",,,,417,,"2,251.00",,,"1,210.50",,,"2,440.00",,,793.5,,,"2,251.00",,,|,,
7,,"2,359.00",,,,417,,"2,359.00",,,"1,210.50",,,189,,,793.5,,,108,,,|,,
8,,"2,251.00",,,,"1,144.50",,"2,359.00",,,"1,144.50",,,108,,,793.5,,,727.5,,,---,,
9,,"2,437.00",,,,417,,"2,437.00",,,"1,210.50",,,81,,,793.5,,,78,,,|,,
10,,"2,359.00",,,,905,,"2,437.00",,,905,,,78,,,793.5,,,488,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 8,667.5)   8,667.5",,,,,,,,,,,,,,,Count of cuts   (1 x 10)   10,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
3 of 14,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,36461,,,,,,,,,,0,,,,0,,,971,,,467,,,
2,,35815,,,,,,,,,,971,,,,0,,,971,,,458,,,
3,,35835,,,,,,,,,,"1,942.00",,,,0,,,484,,,400,,,*
4,,34537,,,,,,,,,,0,,,,467,,,"2,051.00",,,751,,,
5,,35144,,,,,,,,,,"2,051.00",,,,467,,,301.5,,,720,,,
6,,33206,,,,,,,,,,"2,352.50",,,,467,,,78,,,488,,,*
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,467,,"2,440.00",,,467,,,"2,440.00",,,"1,220.00",,,467,,,---,,
2,,971,,,,0,,971,,,467,,,"2,440.00",,,467,,,971,,,|,,
3,,"1,942.00",,,,0,,"1,942.00",,,467,,,"1,469.00",,,467,,,971,,,|,,
4,,971,,,,458,,"1,942.00",,,458,,,971,,,467,,,458,,,---,,
