Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
1 of 5,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,32530,,,,,,,,,,0,,,,0,,,"2,344.00",,,336,,,
2,,37359,,,,,,,,,,0,,,,336,,,"2,344.00",,,427,,,
3,,36441,,,,,,,,,,0,,,,763,,,"2,344.00",,,428,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,"2,344.00",,,,0,,"2,344.00",,,"1,220.00",,,"2,440.00",,,"1,220.00",,,"2,344.00",,,|,,
2,,0,,,,336,,"2,344.00",,,336,,,"2,344.00",,,"1,220.00",,,336,,,---,,
3,,0,,,,763,,"2,344.00",,,763,,,"2,344.00",,,884,,,427,,,---,,
4,,0,,,,"1,191.00",,"2,344.00",,,"1,191.00",,,"2,344.00",,,457,,,428,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 8,252.0)   8,252.0",,,,,,,,,,,,,,,Count of cuts   (1 x 4)   4,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
2 of 5,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,37113,,,,,,,,,,0,,,,0,,,"2,344.00",,,338,,,
2,,36541,,,,,,,,,,0,,,,338,,,"2,344.00",,,424.5,,,
3,,36282,,,,,,,,,,0,,,,762.5,,,"2,344.00",,,424.5,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,"2,344.00",,,,0,,"2,344.00",,,"1,220.00",,,"2,440.00",,,"1,220.00",,,"2,344.00",,,|,,
2,,0,,,,338,,"2,344.00",,,338,,,"2,344.00",,,"1,220.00",,,338,,,---,,
3,,0,,,,762.5,,"2,344.00",,,762.5,,,"2,344.00",,,882,,,424.5,,,---,,
4,,0,,,,"1,187.00",,"2,344.00",,,"1,187.00",,,"2,344.00",,,457.5,,,424.5,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 8,252.0)   8,252.0",,,,,,,,,,,,,,,Count of cuts   (1 x 4)   4,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
3 of 5,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,34548,,,,,,,,,,0,,,,0,,,"2,344.00",,,336,,,
2,,34624,,,,,,,,,,0,,,,336,,,"2,344.00",,,424.5,,,
3,,32781,,,,,,,,,,0,,,,760.5,,,"2,344.00",,,424.5,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,"2,344.00",,,,0,,"2,344.00",,,"1,220.00",,,"2,440.00",,,"1,220.00",,,"2,344.00",,,|,,
2,,0,,,,336,,"2,344.00",,,336,,,"2,344.00",,,"1,220.00",,,336,,,---,,
3,,0,,,,760.5,,"2,344.00",,,760.5,,,"2,344.00",,,884,,,424.5,,,---,,
4,,0,,,,"1,185.00",,"2,344.00",,,"1,185.00",,,"2,344.00",,,459.5,,,424.5,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 8,252.0)   8,252.0",,,,,,,,,,,,,,,Count of cuts   (1 x 4)   4,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
4 of 5,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,32820,,,,,,,,,,0,,,,0,,,"2,398.00",,,58,,,
2,,32737,,,,,,,,,,0,,,,58,,,545,,,696.5,,,*
3,,33671,,,,,,,,,,545,,,,58,,,476.5,,,486,,,
4,,33841,,,,,,,,,,"1,021.50",,,,58,,,486,,,476.5,,,*
5,,35997,,,,,,,,,,"1,507.50",,,,58,,,677,,,271,,,
6,,37041,,,,,,,,,,0,,,,754.5,,,981,,,460.5,,,
7,,33600,,,,,,,,,,981,,,,754.5,,,677,,,398,,,
8,,33562,,,,,,,,,,"1,658.00",,,,754.5,,,614,,,188.5,,,*
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,58,,"2,440.00",,,58,,,"2,440.00",,,"1,220.00",,,58,,,---,,
2,,"2,398.00",,,,0,,"2,398.00",,,58,,,"2,440.00",,,58,,,"2,398.00",,,|,,
3,,0,,,,754.5,,"2,440.00",,,754.5,,,"2,440.00",,,"1,162.00",,,696.5,,,---,,
4,,545,,,,58,,545,,,754.5,,,"2,440.00",,,696.5,,,545,,,|,,
5,,"1,021.50",,,,58,,"1,021.50",,,754.5,,,"1,895.00",,,696.5,,,476.5,,,|,,
6,,545,,,,544,,"1,021.50",,,544,,,476.5,,,696.5,,,486,,,---,,
7,,"1,507.50",,,,58,,"1,507.50",,,754.5,,,"1,418.50",,,696.5,,,486,,,|,,
8,,"1,021.50",,,,534.5,,"1,507.50",,,534.5,,,486,,,696.5,,,476.5,,,---,,
9,,"2,184.50",,,,58,,"2,184.50",,,754.5,,,932.5,,,696.5,,,677,,,|,,
10,,"1,507.50",,,,329,,"2,184.50",,,329,,,677,,,696.5,,,271,,,---,,
11,,0,,,,"1,215.00",,"2,440.00",,,"1,215.00",,,"2,440.00",,,465.5,,,460.5,,,---,,
12,,981,,,,754.5,,981,,,"1,215.00",,,"2,440.00",,,460.5,,,981,,,|,,
13,,"1,658.00",,,,754.5,,"1,658.00",,,"1,215.00",,,"1,459.00",,,460.5,,,677,,,|,,
14,,981,,,,"1,152.50",,"1,658.00",,,"1,152.50",,,677,,,460.5,,,398,,,---,,
15,,"2,272.00",,,,754.5,,"2,272.00",,,"1,215.00",,,782,,,460.5,,,614,,,|,,
16,,"1,658.00",,,,943,,"2,272.00",,,943,,,614,,,460.5,,,188.5,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 14,476.0)   14,476.0",,,,,,,,,,,,,,,Count of cuts   (1 x 16)   16,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
5 of 5,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,33886,,*,,,,,*,,,0,,,,0,,,"2,418.00",,,58,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,58,,"2,440.00",,,58,,,"2,440.00",,,"1,220.00",,,58,,,---,,
2,,"2,418.00",,,,0,,"2,418.00",,,58,,,"2,440.00",,,58,,,"2,418.00",,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 2,498.0)   2,498.0",,,,,,,,,,,,,,,Count of cuts   (1 x 2)   2,,,,,,,,,,
