Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
1 of 9,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,34231,,,,,,,,,,0,,,,0,,,"1,480.00",,,682,,,
2,,34431,,,,,,,,,,"1,480.00",,,,0,,,851.5,,,560,,,
3,,33344,,,,,,,,,,0,,,,682,,,"2,140.00",,,429,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,682,,"2,440.00",,,682,,,"2,440.00",,,"1,220.00",,,682,,,---,,
2,,"1,480.00",,,,0,,"1,480.00",,,682,,,"2,440.00",,,682,,,"1,480.00",,,|,,
3,,"2,331.50",,,,0,,"2,331.50",,,682,,,960,,,682,,,851.5,,,|,,
4,,"1,480.00",,,,560,,"2,331.50",,,560,,,851.5,,,682,,,560,,,---,,
5,,0,,,,"1,111.00",,"2,440.00",,,"1,111.00",,,"2,440.00",,,538,,,429,,,---,,
6,,"2,140.00",,,,682,,"2,140.00",,,"1,111.00",,,"2,440.00",,,429,,,"2,140.00",,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 7,524.5)   7,524.5",,,,,,,,,,,,,,,Count of cuts   (1 x 6)   6,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
2 of 9,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,33100,,,,,,,,,,0,,,,0,,,355,,,"1,099.50",,,*
2,,33494,,,,,,,,,,355,,,,0,,,"1,967.00",,,864,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,355,,,,0,,355,,,"1,220.00",,,"2,440.00",,,"1,220.00",,,355,,,|,,
2,,0,,,,"1,099.50",,355,,,"1,099.50",,,355,,,"1,220.00",,,"1,099.50",,,---,,
3,,"2,322.00",,,,0,,"2,322.00",,,"1,220.00",,,"2,085.00",,,"1,220.00",,,"1,967.00",,,|,,
4,,355,,,,864,,"2,322.00",,,864,,,"1,967.00",,,"1,220.00",,,864,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 4,762.0)   4,762.0",,,,,,,,,,,,,,,Count of cuts   (1 x 4)   4,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
3 of 9,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
