Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
1 of 18,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,35569,,,,,,,,,,0,,,,0,,,"2,311.00",,,384,,,
2,,36191,,,,,,,,,,0,,,,384,,,"2,271.00",,,835,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,384,,"2,440.00",,,384,,,"2,440.00",,,"1,220.00",,,384,,,---,,
2,,"2,311.00",,,,0,,"2,311.00",,,384,,,"2,440.00",,,384,,,"2,311.00",,,|,,
3,,0,,,,"1,219.00",,"2,440.00",,,"1,219.00",,,"2,440.00",,,836,,,835,,,---,,
4,,"2,271.00",,,,384,,"2,271.00",,,"1,219.00",,,"2,440.00",,,835,,,"2,271.00",,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 6,099.0)   6,099.0",,,,,,,,,,,,,,,Count of cuts   (1 x 4)   4,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
2 of 18,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,34654,,,,,,,,,,0,,,,0,,,960,,,404.5,,,*
2,,35291,,,,,,,,,,960,,,,0,,,742,,,379.5,,,*
3,,37088,,,,,,,,,,"1,702.00",,,,0,,,726,,,365,,,
4,,36166,,,,,,,,,,0,,,,404.5,,,"2,311.50",,,796,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,404.5,,"2,440.00",,,404.5,,,"2,440.00",,,"1,220.00",,,404.5,,,---,,
2,,960,,,,0,,960,,,404.5,,,"2,440.00",,,404.5,,,960,,,|,,
3,,"1,702.00",,,,0,,"1,702.00",,,404.5,,,"1,480.00",,,404.5,,,742,,,|,,
4,,960,,,,379.5,,"1,702.00",,,379.5,,,742,,,404.5,,,379.5,,,---,,
5,,"2,428.00",,,,0,,"2,428.00",,,404.5,,,738,,,404.5,,,726,,,|,,
6,,"1,702.00",,,,365,,"2,428.00",,,365,,,726,,,404.5,,,365,,,---,,
7,,0,,,,"1,200.50",,"2,440.00",,,"1,200.50",,,"2,440.00",,,815.5,,,796,,,---,,
8,,"2,311.50",,,,404.5,,"2,311.50",,,"1,200.50",,,"2,440.00",,,796,,,"2,311.50",,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 8,357.5)   8,357.5",,,,,,,,,,,,,,,Count of cuts   (1 x 8)   8,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
3 of 18,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,36944,,,,,,,,,,0,,,,0,,,"2,301.00",,,815,,,
2,,35536,,,,,,,,,,0,,,,815,,,"2,271.00",,,394,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,815,,"2,440.00",,,815,,,"2,440.00",,,"1,220.00",,,815,,,---,,
2,,"2,301.00",,,,0,,"2,301.00",,,815,,,"2,440.00",,,815,,,"2,301.00",,,|,,
3,,0,,,,"1,209.00",,"2,440.00",,,"1,209.00",,,"2,440.00",,,405,,,394,,,---,,
