Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,,,
1 of 1,,,1,,,,,,,,,,,,,,"2,440.0",,,"1,220.0",,,1x,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,11407,,,,,,,,,,0.0,,,,0.0,,,389.0,,,564.0,,,*,,
2,,11484,,,,,,,,,,389.0,,,,0.0,,,389.0,,,564.0,,,*,,
3,,8181,,,,,,,,,,778.0,,,,0.0,,,389.0,,,564.0,,,*,,
4,,7931,,,,,,,,,,"1,167.0",,,,0.0,,,389.0,,,564.0,,,*,,
5,,8146,,,,,,,,,,"1,556.0",,,,0.0,,,92.5,,,563.0,,,*,,
6,,9603,,,,,,,,,,"1,648.5",,,,0.0,,,92.5,,,563.0,,,*,,
7,,8690,,,,,,,,,,"1,741.0",,,,0.0,,,92.5,,,563.0,,,*,,
8,,8831,,,,,,,,,,"1,833.5",,,,0.0,,,92.5,,,563.0,,,*,,
9,,11928,,,,,,,,,,0.0,,,,564.0,,,564.0,,,389.0,,,,,
10,,9631,,,,,,,,,,564.0,,,,564.0,,,564.0,,,389.0,,,,,
11,,9151,,,,,,,,,,"1,128.0",,,,564.0,,,118.0,,,388.0,,,*,,
12,,9879,,,,,,,,,,"1,246.0",,,,564.0,,,118.0,,,388.0,,,*,,
13,,11418,,,,,,,,,,"1,364.0",,,,564.0,,,118.0,,,388.0,,,*,,
14,,12144,,,,,,,,,,"1,482.0",,,,564.0,,,118.0,,,388.0,,,*,,
15,,7882,,,,,,,,,,"1,600.0",,,,564.0,,,118.0,,,388.0,,,*,,
16,,11784,,,,,,,,,,"1,718.0",,,,564.0,,,118.0,,,388.0,,,*,,
17,,8358,,,,,,,,,,0.0,,,,953.0,,,388.0,,,118.0,,,,,
18,,10616,,,,,,,,,,388.0,,,,953.0,,,388.0,,,118.0,,,,,
19,,11286,,,,,,,,,,776.0,,,,953.0,,,388.0,,,118.0,,,,,
20,,10175,,,,,,,,,,"1,164.0",,,,953.0,,,563.0,,,92.5,,,,,
21,,12047,,,,,,,,,,0.0,,,,"1,071.0",,,388.0,,,118.0,,,,,
22,,7886,,,,,,,,,,388.0,,,,"1,071.0",,,388.0,,,118.0,,,,,
23,,9451,,,,,,,,,,776.0,,,,"1,071.0",,,388.0,,,118.0,,,,,
24,,10999,,*,,,,,*,,,"1,164.0",,,,"1,071.0",,,563.0,,,92.5,,,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"1,926.0",0.0,"1,926.0","1,220.0","2,440.0","1,220.0","1,926.0",|
2,0.0,564.0,"1,926.0",564.0,"1,926.0","1,220.0",564.0,---
3,389.0,0.0,389.0,564.0,"1,926.0",564.0,389.0,|
4,778.0,0.0,778.0,564.0,"1,537.0",564.0,389.0,|
5,"1,167.0",0.0,"1,167.0",564.0,"1,148.0",564.0,389.0,|
6,"1,556.0",0.0,"1,556.0",564.0,759.0,564.0,389.0,|
7,"1,648.5",0.0,"1,648.5",564.0,370.0,564.0,92.5,|
8,"1,556.0",563.0,"1,648.5",563.0,92.5,564.0,563.0,---
9,"1,741.0",0.0,"1,741.0",564.0,277.5,564.0,92.5,|
10,"1,648.5",563.0,"1,741.0",563.0,92.5,564.0,563.0,---
11,"1,833.5",0.0,"1,833.5",564.0,185.0,564.0,92.5,|
12,"1,741.0",563.0,"1,833.5",563.0,92.5,564.0,563.0,---
13,"1,833.5",563.0,"1,926.0",563.0,92.5,564.0,563.0,---
14,0.0,953.0,"1,926.0",953.0,"1,926.0",656.0,389.0,---
15,564.0,564.0,564.0,953.0,"1,926.0",389.0,564.0,|
16,"1,128.0",564.0,"1,128.0",953.0,"1,362.0",389.0,564.0,|
17,"1,246.0",564.0,"1,246.0",953.0,798.0,389.0,118.0,|
18,"1,128.0",952.0,"1,246.0",952.0,118.0,389.0,388.0,---
19,"1,364.0",564.0,"1,364.0",953.0,680.0,389.0,118.0,|
20,"1,246.0",952.0,"1,364.0",952.0,118.0,389.0,388.0,---
21,"1,482.0",564.0,"1,482.0",953.0,562.0,389.0,118.0,|
22,"1,364.0",952.0,"1,482.0",952.0,118.0,389.0,388.0,---
23,"1,600.0",564.0,"1,600.0",953.0,444.0,389.0,118.0,|
24,"1,482.0",952.0,"1,600.0",952.0,118.0,389.0,388.0,---
25,"1,718.0",564.0,"1,718.0",953.0,326.0,389.0,118.0,|
26,"1,600.0",952.0,"1,718.0",952.0,118.0,389.0,388.0,---
27,"1,836.0",564.0,"1,836.0",953.0,208.0,389.0,118.0,|
28,"1,718.0",952.0,"1,836.0",952.0,118.0,389.0,388.0,---
29,0.0,"1,071.0","1,926.0","1,071.0","1,926.0",267.0,118.0,---
30,388.0,953.0,388.0,"1,071.0","1,926.0",118.0,388.0,|
31,776.0,953.0,776.0,"1,071.0","1,538.0",118.0,388.0,|
32,"1,164.0",953.0,"1,164.0","1,071.0","1,150.0",118.0,388.0,|
33,"1,727.0",953.0,"1,727.0","1,071.0",762.0,118.0,563.0,|
34,"1,164.0","1,045.5","1,727.0","1,045.5",563.0,118.0,92.5,---
35,0.0,"1,189.0","1,926.0","1,189.0","1,926.0",149.0,118.0,---
36,388.0,"1,071.0",388.0,"1,189.0","1,926.0",118.0,388.0,|
37,776.0,"1,071.0",776.0,"1,189.0","1,538.0",118.0,388.0,|
38,"1,164.0","1,071.0","1,164.0","1,189.0","1,150.0",118.0,388.0,|
