Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
1 of 2,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,6042,,,,,,,,,,0,,,,0,,,473,,,734,,,*
2,,5740,,,,,,,,,,473,,,,0,,,473,,,734,,,*
3,,6417,,,,,,,,,,946,,,,0,,,"1,398.00",,,467,,,
4,,6435,,,,,,,,,,0,,,,734,,,"1,498.00",,,474,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,734,,"2,440.00",,,734,,,"2,440.00",,,"1,220.00",,,734,,,---,,
2,,473,,,,0,,473,,,734,,,"2,440.00",,,734,,,473,,,|,,
3,,946,,,,0,,946,,,734,,,"1,967.00",,,734,,,473,,,|,,
4,,"2,344.00",,,,0,,"2,344.00",,,734,,,"1,494.00",,,734,,,"1,398.00",,,|,,
5,,946,,,,467,,"2,344.00",,,467,,,"1,398.00",,,734,,,467,,,---,,
6,,0,,,,"1,208.00",,"2,440.00",,,"1,208.00",,,"2,440.00",,,486,,,474,,,---,,
7,,"1,498.00",,,,734,,"1,498.00",,,"1,208.00",,,"2,440.00",,,474,,,"1,498.00",,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 8,954.0)   8,954.0",,,,,,,,,,,,,,,Count of cuts   (1 x 7)   7,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
2 of 2,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,6256,,*,,,,,*,,,0,,,,0,,,"1,398.00",,,467,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,"1,398.00",,,,0,,"1,398.00",,,"1,220.00",,,"2,440.00",,,"1,220.00",,,"1,398.00",,,|,,
2,,0,,,,467,,"1,398.00",,,467,,,"1,398.00",,,"1,220.00",,,467,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 2,618.0)   2,618.0",,,,,,,,,,,,,,,Count of cuts   (1 x 2)   2,,,,,,,,,,
