Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
1 of 11,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,3516,,,,,,,,,,0,,,,0,,,"2,384.00",,,395,,,
2,,2905,,,,,,,,,,0,,,,395,,,"1,914.00",,,390,,,
3,,571,,,,,,,,,,"1,914.00",,,,395,,,504.5,,,390,,,
4,,2024,,,,,,,,,,0,,,,785,,,"1,884.00",,,428.5,,,
5,,2794,,,,,,,,,,"1,884.00",,,,785,,,544,,,420,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,395,,"2,440.00",,,395,,,"2,440.00",,,"1,220.00",,,395,,,---,,
2,,"2,384.00",,,,0,,"2,384.00",,,395,,,"2,440.00",,,395,,,"2,384.00",,,|,,
3,,0,,,,785,,"2,440.00",,,785,,,"2,440.00",,,825,,,390,,,---,,
4,,"1,914.00",,,,395,,"1,914.00",,,785,,,"2,440.00",,,390,,,"1,914.00",,,|,,
5,,"2,418.50",,,,395,,"2,418.50",,,785,,,526,,,390,,,504.5,,,|,,
6,,0,,,,"1,213.50",,"2,440.00",,,"1,213.50",,,"2,440.00",,,435,,,428.5,,,---,,
7,,"1,884.00",,,,785,,"1,884.00",,,"1,213.50",,,"2,440.00",,,428.5,,,"1,884.00",,,|,,
8,,"2,428.00",,,,785,,"2,428.00",,,"1,213.50",,,556,,,428.5,,,544,,,|,,
9,,"1,884.00",,,,"1,205.00",,"2,428.00",,,"1,205.00",,,544,,,428.5,,,420,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 9,896.0)   9,896.0",,,,,,,,,,,,,,,Count of cuts   (1 x 9)   9,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
2 of 11,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,303,,,,,,,,,,0,,,,0,,,"1,914.00",,,390,,,
2,,506,,,,,,,,,,0,,,,390,,,"1,914.00",,,390,,,
3,,1622,,,,,,,,,,0,,,,780,,,"1,884.00",,,428.5,,,
4,,2035,,,,,,,,,,"1,914.00",,,,0,,,459.5,,,428.5,,,
5,,3462,,,,,,,,,,"1,914.00",,,,428.5,,,435,,,390,,,
6,,243,,,,,,,,,,"1,914.00",,,,818.5,,,435,,,390,,,
7,,6368,,,,,,,,,,"2,373.50",,,,0,,,58,,,848,,,*
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,"1,914.00",,,,0,,"1,914.00",,,"1,220.00",,,"2,440.00",,,"1,220.00",,,"1,914.00",,,|,,
2,,0,,,,390,,"1,914.00",,,390,,,"1,914.00",,,"1,220.00",,,390,,,---,,
3,,0,,,,780,,"1,914.00",,,780,,,"1,914.00",,,830,,,390,,,---,,
4,,0,,,,"1,208.50",,"1,914.00",,,"1,208.50",,,"1,914.00",,,440,,,428.5,,,---,,
5,,"1,884.00",,,,780,,"1,884.00",,,"1,208.50",,,"1,914.00",,,428.5,,,"1,884.00",,,|,,
6,,"2,373.50",,,,0,,"2,373.50",,,"1,220.00",,,526,,,"1,220.00",,,459.5,,,|,,
7,,"1,914.00",,,,428.5,,"2,373.50",,,428.5,,,459.5,,,"1,220.00",,,428.5,,,---,,
8,,"1,914.00",,,,818.5,,"2,373.50",,,818.5,,,459.5,,,791.5,,,390,,,---,,
9,,"2,349.00",,,,428.5,,"2,349.00",,,818.5,,,459.5,,,390,,,435,,,|,,
10,,"1,914.00",,,,"1,208.50",,"2,373.50",,,"1,208.50",,,459.5,,,401.5,,,390,,,---,,
11,,"2,349.00",,,,818.5,,"2,349.00",,,"1,208.50",,,459.5,,,390,,,435,,,|,,
12,,"2,431.50",,,,0,,"2,431.50",,,"1,220.00",,,66.5,,,"1,220.00",,,58,,,|,,
13,,"2,373.50",,,,848,,"2,431.50",,,848,,,58,,,"1,220.00",,,848,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 12,047.0)   12,047.0",,,,,,,,,,,,,,,Count of cuts   (1 x 13)   13,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
3 of 11,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2165,,,,,,,,,,0,,,,0,,,"2,277.00",,,468.5,,,
2,,963,,,,,,,,,,"2,277.00",,,,0,,,158,,,395,,,*
3,,3467,,,,,,,,,,0,,,,468.5,,,"2,277.00",,,468.5,,,
4,,1323,,,,,,,,,,"2,277.00",,,,468.5,,,158,,,395,,,*
5,,5942,,,,,,,,,,0,,,,937,,,848,,,58,,,
6,,4590,,,,,,,,,,848,,,,937,,,848,,,58,,,
7,,7166,,,,,,,,,,"1,696.00",,,,937,,,606,,,48,,,
8,,3375,,,,,,,,,,0,,,,995,,,895,,,167.5,,,
9,,2967,,,,,,,,,,895,,,,995,,,576,,,167.5,,,
10,,714,,,,,,,,,,"1,471.00",,,,995,,,395,,,156,,,
11,,499,,,,,,,,,,"1,866.00",,,,995,,,395,,,156,,,
12,,720,,,,,,,,,,0,,,,"1,162.50",,,"2,398.00",,,54,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,468.5,,"2,440.00",,,468.5,,,"2,440.00",,,"1,220.00",,,468.5,,,---,,
2,,"2,277.00",,,,0,,"2,277.00",,,468.5,,,"2,440.00",,,468.5,,,"2,277.00",,,|,,
3,,"2,435.00",,,,0,,"2,435.00",,,468.5,,,163,,,468.5,,,158,,,|,,
4,,"2,277.00",,,,395,,"2,435.00",,,395,,,158,,,468.5,,,395,,,---,,
5,,0,,,,937,,"2,440.00",,,937,,,"2,440.00",,,751.5,,,468.5,,,---,,
6,,"2,277.00",,,,468.5,,"2,277.00",,,937,,,"2,440.00",,,468.5,,,"2,277.00",,,|,,
7,,"2,435.00",,,,468.5,,"2,435.00",,,937,,,163,,,468.5,,,158,,,|,,
8,,"2,277.00",,,,863.5,,"2,435.00",,,863.5,,,158,,,468.5,,,395,,,---,,
9,,0,,,,995,,"2,440.00",,,995,,,"2,440.00",,,283,,,58,,,---,,
10,,848,,,,937,,848,,,995,,,"2,440.00",,,58,,,848,,,|,,
11,,"1,696.00",,,,937,,"1,696.00",,,995,,,"1,592.00",,,58,,,848,,,|,,
12,"2,302.00",937,"2,302.00",995,744,58,606,|,,,,,,,,,,,,,,,,,
13,"1,696.00",985,"2,302.00",985,606,58,48,---,,,,,,,,,,,,,,,,,
14,0,"1,162.50","2,440.00","1,162.50","2,440.00",225,167.5,---,,,,,,,,,,,,,,,,,
15,895,995,895,"1,162.50","2,440.00",167.5,895,|,,,,,,,,,,,,,,,,,
16,"1,471.00",995,"1,471.00","1,162.50","1,545.00",167.5,576,|,,,,,,,,,,,,,,,,,
17,"1,866.00",995,"1,866.00","1,162.50",969,167.5,395,|,,,,,,,,,,,,,,,,,
18,"1,471.00","1,151.00","1,866.00","1,151.00",395,167.5,156,---,,,,,,,,,,,,,,,,,
19,"2,261.00",995,"2,261.00","1,162.50",574,167.5,395,|,,,,,,,,,,,,,,,,,
20,"1,866.00","1,151.00","2,261.00","1,151.00",395,167.5,156,---,,,,,,,,,,,,,,,,,
21,0,"1,216.50","2,440.00","1,216.50","2,440.00",57.5,54,---,,,,,,,,,,,,,,,,,
22,"2,398.00","1,162.50","2,398.00","1,216.50","2,440.00",54,"2,398.00",|,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 16,684.0)   16,684.0",,,,,,Count of cuts   (1 x 22)   22,,,,,,,,,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
4 of 11,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1777,,,,,,,,,,0,,,,0,,,"1,884.00",,,428.5,,,
2,,741,,,,,,,,,,"1,884.00",,,,0,,,544,,,420,,,
3,,1229,,,,,,,,,,0,,,,428.5,,,"1,914.00",,,390,,,
4,,1246,,,,,,,,,,"1,914.00",,,,428.5,,,434.5,,,390,,,
5,,1195,,,,,,,,,,0,,,,818.5,,,"1,914.00",,,390,,,
6,,719,,,,,,,,,,"1,914.00",,,,818.5,,,434.5,,,390,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,428.5,,"2,440.00",,,428.5,,,"2,440.00",,,"1,220.00",,,428.5,,,---,,
2,,"1,884.00",,,,0,,"1,884.00",,,428.5,,,"2,440.00",,,428.5,,,"1,884.00",,,|,,
3,,"2,428.00",,,,0,,"2,428.00",,,428.5,,,556,,,428.5,,,544,,,|,,
4,,"1,884.00",,,,420,,"2,428.00",,,420,,,544,,,428.5,,,420,,,---,,
5,,0,,,,818.5,,"2,440.00",,,818.5,,,"2,440.00",,,791.5,,,390,,,---,,
6,,"1,914.00",,,,428.5,,"1,914.00",,,818.5,,,"2,440.00",,,390,,,"1,914.00",,,|,,
7,,"2,348.50",,,,428.5,,"2,348.50",,,818.5,,,526,,,390,,,434.5,,,|,,
8,,0,,,,"1,208.50",,"2,440.00",,,"1,208.50",,,"2,440.00",,,401.5,,,390,,,---,,
9,,"1,914.00",,,,818.5,,"1,914.00",,,"1,208.50",,,"2,440.00",,,390,,,"1,914.00",,,|,,
10,,"2,348.50",,,,818.5,,"2,348.50",,,"1,208.50",,,526,,,390,,,434.5,,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 10,281.0)   10,281.0",,,,,,,,,,,,,,,Count of cuts   (1 x 10)   10,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
5 of 11,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2230,,,,,,,,,,0,,,,0,,,969,,,412,,,
2,,840,,,,,,,,,,969,,,,0,,,969,,,412,,,
3,,1310,,,,,,,,,,"1,938.00",,,,0,,,434.5,,,390,,,
4,,1996,,,,,,,,,,0,,,,412,,,915,,,375,,,
5,,2011,,,,,,,,,,915,,,,412,,,815,,,372,,,
6,,4458,,,,,,,,,,"1,730.00",,,,412,,,669,,,360,,,
7,,2469,,,,,,,,,,0,,,,787,,,831,,,395,,,
8,,899,,,,,,,,,,831,,,,787,,,915,,,375,,,
9,,6217,,,,,,,,,,"1,746.00",,,,787,,,669,,,360,,,
