Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
1 of 11,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,3050,,,,,,,,,,0,,,,0,,,"2,438.00",,,58,,,
2,,2565,,,,,,,,,,0,,,,58,,,"2,435.00",,,578,,,
3,,2638,,,,,,,,,,0,,,,636,,,"2,435.00",,,578,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,58,,"2,440.00",,,58,,,"2,440.00",,,"1,220.00",,,58,,,---,,
2,,"2,438.00",,,,0,,"2,438.00",,,58,,,"2,440.00",,,58,,,"2,438.00",,,|,,
3,,0,,,,636,,"2,440.00",,,636,,,"2,440.00",,,"1,162.00",,,578,,,---,,
4,,"2,435.00",,,,58,,"2,435.00",,,636,,,"2,440.00",,,578,,,"2,435.00",,,|,,
5,,0,,,,"1,214.00",,"2,440.00",,,"1,214.00",,,"2,440.00",,,584,,,578,,,---,,
6,,"2,435.00",,,,636,,"2,435.00",,,"1,214.00",,,"2,440.00",,,578,,,"2,435.00",,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 8,534.0)   8,534.0",,,,,,,,,,,,,,,Count of cuts   (1 x 6)   6,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
2 of 11,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,503,,,,,,,,,,0,,,,0,,,"2,423.00",,,578,,,
2,,2074,,,,,,,,,,0,,,,578,,,"2,435.00",,,578,,,
3,,148,,,,,,,,,,0,,,,"1,156.00",,,"2,418.00",,,58,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,578,,"2,440.00",,,578,,,"2,440.00",,,"1,220.00",,,578,,,---,,
2,,"2,423.00",,,,0,,"2,423.00",,,578,,,"2,440.00",,,578,,,"2,423.00",,,|,,
3,,0,,,,"1,156.00",,"2,440.00",,,"1,156.00",,,"2,440.00",,,642,,,578,,,---,,
4,,"2,435.00",,,,578,,"2,435.00",,,"1,156.00",,,"2,440.00",,,578,,,"2,435.00",,,|,,
5,,0,,,,"1,214.00",,"2,440.00",,,"1,214.00",,,"2,440.00",,,64,,,58,,,---,,
6,,"2,418.00",,,,"1,156.00",,"2,418.00",,,"1,214.00",,,"2,440.00",,,58,,,"2,418.00",,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 8,534.0)   8,534.0",,,,,,,,,,,,,,,Count of cuts   (1 x 6)   6,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
3 of 11,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2416,,,,,,,,,,0,,,,0,,,"2,423.00",,,578,,,
2,,197,,,,,,,,,,0,,,,578,,,"1,823.00",,,58,,,
3,,2845,,,,,,,,,,"1,823.00",,,,578,,,578,,,58,,,
4,,867,,,,,,,,,,0,,,,636,,,"2,435.00",,,578,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,578,,"2,440.00",,,578,,,"2,440.00",,,"1,220.00",,,578,,,---,,
2,,"2,423.00",,,,0,,"2,423.00",,,578,,,"2,440.00",,,578,,,"2,423.00",,,|,,
3,,0,,,,636,,"2,440.00",,,636,,,"2,440.00",,,642,,,58,,,---,,
4,,"1,823.00",,,,578,,"1,823.00",,,636,,,"2,440.00",,,58,,,"1,823.00",,,|,,
5,,"2,401.00",,,,578,,"2,401.00",,,636,,,617,,,58,,,578,,,|,,
6,,0,,,,"1,214.00",,"2,440.00",,,"1,214.00",,,"2,440.00",,,584,,,578,,,---,,
7,,"2,435.00",,,,636,,"2,435.00",,,"1,214.00",,,"2,440.00",,,578,,,"2,435.00",,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 8,592.0)   8,592.0",,,,,,,,,,,,,,,Count of cuts   (1 x 7)   7,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
4 of 11,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2012,,,,,,,,,,0,,,,0,,,"2,358.00",,,576,,,
2,,2510,,,,,,,,,,"2,358.00",,,,0,,,58,,,558,,,*
3,,2691,,,,,,,,,,0,,,,576,,,"2,358.00",,,576,,,
4,,3227,,,,,,,,,,"2,358.00",,,,576,,,58,,,558,,,*
5,,2332,,,,,,,,,,0,,,,"1,152.00",,,"1,803.00",,,58,,,
6,,2964,,,,,,,,,,"1,803.00",,,,"1,152.00",,,578,,,58,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,576,,"2,440.00",,,576,,,"2,440.00",,,"1,220.00",,,576,,,---,,
2,,"2,358.00",,,,0,,"2,358.00",,,576,,,"2,440.00",,,576,,,"2,358.00",,,|,,
3,,"2,416.00",,,,0,,"2,416.00",,,576,,,82,,,576,,,58,,,|,,
4,,"2,358.00",,,,558,,"2,416.00",,,558,,,58,,,576,,,558,,,---,,
5,,0,,,,"1,152.00",,"2,440.00",,,"1,152.00",,,"2,440.00",,,644,,,576,,,---,,
6,,"2,358.00",,,,576,,"2,358.00",,,"1,152.00",,,"2,440.00",,,576,,,"2,358.00",,,|,,
7,,"2,416.00",,,,576,,"2,416.00",,,"1,152.00",,,82,,,576,,,58,,,|,,
8,,"2,358.00",,,,"1,134.00",,"2,416.00",,,"1,134.00",,,58,,,576,,,558,,,---,,
9,,0,,,,"1,210.00",,"2,440.00",,,"1,210.00",,,"2,440.00",,,68,,,58,,,---,,
10,,"1,803.00",,,,"1,152.00",,"1,803.00",,,"1,210.00",,,"2,440.00",,,58,,,"1,803.00",,,|,,
11,,"2,381.00",,,,"1,152.00",,"2,381.00",,,"1,210.00",,,637,,,58,,,578,,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 9,856.0)   9,856.0",,,,,,,,,,,,,,,Count of cuts   (1 x 11)   11,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
5 of 11,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1255,,,,,,,,,,0,,,,0,,,"2,403.00",,,576,,,
2,,3523,,,,,,,,,,0,,,,576,,,"2,403.00",,,576,,,
3,,441,,,,,,,,,,0,,,,"1,152.00",,,"1,738.00",,,58,,,
4,,1752,,,,,,,,,,"1,738.00",,,,"1,152.00",,,683,,,58,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,576,,"2,440.00",,,576,,,"2,440.00",,,"1,220.00",,,576,,,---,,
2,,"2,403.00",,,,0,,"2,403.00",,,576,,,"2,440.00",,,576,,,"2,403.00",,,|,,
3,,0,,,,"1,152.00",,"2,440.00",,,"1,152.00",,,"2,440.00",,,644,,,576,,,---,,
4,,"2,403.00",,,,576,,"2,403.00",,,"1,152.00",,,"2,440.00",,,576,,,"2,403.00",,,|,,
5,,0,,,,"1,210.00",,"2,440.00",,,"1,210.00",,,"2,440.00",,,68,,,58,,,---,,
6,,"1,738.00",,,,"1,152.00",,"1,738.00",,,"1,210.00",,,"2,440.00",,,58,,,"1,738.00",,,|,,
7,,"2,421.00",,,,"1,152.00",,"2,421.00",,,"1,210.00",,,702,,,58,,,683,,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 8,588.0)   8,588.0",,,,,,,,,,,,,,,Count of cuts   (1 x 7)   7,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
6 of 11,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1511,,,,,,,,,,0,,,,0,,,"1,610.00",,,575,,,
2,,2244,,,,,,,,,,"1,610.00",,,,0,,,786,,,557,,,
3,,1480,,,,,,,,,,0,,,,575,,,"2,438.00",,,408,,,
4,,1574,,,,,,,,,,0,,,,983,,,"1,783.00",,,58,,,
5,,1532,,,,,,,,,,0,,,,"1,041.00",,,"2,058.00",,,58,,,
6,,1518,,,,,,,,,,0,,,,"1,099.00",,,423,,,58,,,
7,,760,,,,,,,,,,423,,,,"1,099.00",,,703,,,58,,,
8,,1089,,,,,,,,,,"1,126.00",,,,"1,099.00",,,"1,268.00",,,58,,,
9,,3143,,,,,,,,,,0,,,,"1,157.00",,,"1,768.00",,,58,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,575,,"2,440.00",,,575,,,"2,440.00",,,"1,220.00",,,575,,,---,,
2,,"1,610.00",,,,0,,"1,610.00",,,575,,,"2,440.00",,,575,,,"1,610.00",,,|,,
3,,"2,396.00",,,,0,,"2,396.00",,,575,,,830,,,575,,,786,,,|,,
4,,"1,610.00",,,,557,,"2,396.00",,,557,,,786,,,575,,,557,,,---,,
5,,0,,,,983,,"2,440.00",,,983,,,"2,440.00",,,645,,,408,,,---,,
6,,"2,438.00",,,,575,,"2,438.00",,,983,,,"2,440.00",,,408,,,"2,438.00",,,|,,
7,,0,,,,"1,041.00",,"2,440.00",,,"1,041.00",,,"2,440.00",,,237,,,58,,,---,,
8,,"1,783.00",,,,983,,"1,783.00",,,"1,041.00",,,"2,440.00",,,58,,,"1,783.00",,,|,,
9,,0,,,,"1,099.00",,"2,440.00",,,"1,099.00",,,"2,440.00",,,179,,,58,,,---,,
10,,"2,058.00",,,,"1,041.00",,"2,058.00",,,"1,099.00",,,"2,440.00",,,58,,,"2,058.00",,,|,,
11,,0,,,,"1,157.00",,"2,440.00",,,"1,157.00",,,"2,440.00",,,121,,,58,,,---,,
