Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
1 of 6,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,35331,,,,,,,,,,0,,,,0,,,"1,183.00",,,98,,,
2,,37063,,,,,,,,,,"1,183.00",,,,0,,,"1,163.00",,,98,,,
3,,32722,,,,,,,,,,0,,,,98,,,"2,408.50",,,578,,,
4,,32545,,,,,,,,,,0,,,,676,,,"2,433.00",,,420,,,
5,,35370,,,,,,,,,,0,,,,"1,096.00",,,"2,428.00",,,58,,,
6,,35233,,,,,,,,,,0,,,,"1,154.00",,,"1,203.00",,,58,,,
7,,37425,,,,,,,,,,"1,203.00",,,,"1,154.00",,,349,,,58,,,
8,,34535,,,,,,,,,,"1,552.00",,,,"1,154.00",,,883,,,58,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,98,,"2,440.00",,,98,,,"2,440.00",,,"1,220.00",,,98,,,---,,
2,,"1,183.00",,,,0,,"1,183.00",,,98,,,"2,440.00",,,98,,,"1,183.00",,,|,,
3,,"2,346.00",,,,0,,"2,346.00",,,98,,,"1,257.00",,,98,,,"1,163.00",,,|,,
4,,0,,,,676,,"2,440.00",,,676,,,"2,440.00",,,"1,122.00",,,578,,,---,,
5,,"2,408.50",,,,98,,"2,408.50",,,676,,,"2,440.00",,,578,,,"2,408.50",,,|,,
6,,0,,,,"1,096.00",,"2,440.00",,,"1,096.00",,,"2,440.00",,,544,,,420,,,---,,
7,,"2,433.00",,,,676,,"2,433.00",,,"1,096.00",,,"2,440.00",,,420,,,"2,433.00",,,|,,
8,,0,,,,"1,154.00",,"2,440.00",,,"1,154.00",,,"2,440.00",,,124,,,58,,,---,,
9,,"2,428.00",,,,"1,096.00",,"2,428.00",,,"1,154.00",,,"2,440.00",,,58,,,"2,428.00",,,|,,
10,,0,,,,"1,212.00",,"2,440.00",,,"1,212.00",,,"2,440.00",,,66,,,58,,,---,,
11,,"1,203.00",,,,"1,154.00",,"1,203.00",,,"1,212.00",,,"2,440.00",,,58,,,"1,203.00",,,|,,
12,,"1,552.00",,,,"1,154.00",,"1,552.00",,,"1,212.00",,,"1,237.00",,,58,,,349,,,|,,
13,,"2,435.00",,,,"1,154.00",,"2,435.00",,,"1,212.00",,,888,,,58,,,883,,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 13,626.0)   13,626.0",,,,,,,,,,,,,,,Count of cuts   (1 x 13)   13,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
2 of 6,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,33611,,,,,,,,,,0,,,,0,,,"1,592.00",,,575,,,
2,,35267,,,,,,,,,,0,,,,575,,,"1,592.00",,,577,,,
3,,34315,,,,,,,,,,0,,,,"1,152.00",,,"1,137.00",,,58,,,
4,,34148,,,,,,,,,,"1,137.00",,,,"1,152.00",,,379,,,58,,,
5,,34093,,,,,,,,,,"1,592.00",,,,0,,,379,,,"1,192.00",,,*
6,,36494,,,,,,,,,,"1,971.00",,,,0,,,58,,,"1,183.00",,,*
7,,32738,,,,,,,,,,"2,029.00",,,,0,,,410,,,936,,,*
8,,36233,,,,,,,,,,"2,029.00",,,,936,,,359,,,143,,,
9,,35648,,,,,,,,,,"2,029.00",,,,"1,079.00",,,329,,,58,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,"1,592.00",,,,0,,"1,592.00",,,"1,220.00",,,"2,440.00",,,"1,220.00",,,"1,592.00",,,|,,
2,,0,,,,575,,"1,592.00",,,575,,,"1,592.00",,,"1,220.00",,,575,,,---,,
3,,0,,,,"1,152.00",,"1,592.00",,,"1,152.00",,,"1,592.00",,,645,,,577,,,---,,
4,,0,,,,"1,210.00",,"1,592.00",,,"1,210.00",,,"1,592.00",,,68,,,58,,,---,,
5,,"1,137.00",,,,"1,152.00",,"1,137.00",,,"1,210.00",,,"1,592.00",,,58,,,"1,137.00",,,|,,
6,,"1,516.00",,,,"1,152.00",,"1,516.00",,,"1,210.00",,,455,,,58,,,379,,,|,,
7,,"1,971.00",,,,0,,"1,971.00",,,"1,220.00",,,848,,,"1,220.00",,,379,,,|,,
8,,"1,592.00",,,,"1,192.00",,"1,971.00",,,"1,192.00",,,379,,,"1,220.00",,,"1,192.00",,,---,,
9,,"2,029.00",,,,0,,"2,029.00",,,"1,220.00",,,469,,,"1,220.00",,,58,,,|,,
10,,"1,971.00",,,,"1,183.00",,"2,029.00",,,"1,183.00",,,58,,,"1,220.00",,,"1,183.00",,,---,,
11,,"2,439.00",,,,0,,"2,439.00",,,"1,220.00",,,411,,,"1,220.00",,,410,,,|,,
12,,"2,029.00",,,,936,,"2,439.00",,,936,,,410,,,"1,220.00",,,936,,,---,,
13,,"2,029.00",,,,"1,079.00",,"2,439.00",,,"1,079.00",,,410,,,284,,,143,,,---,,
14,,"2,388.00",,,,936,,"2,388.00",,,"1,079.00",,,410,,,143,,,359,,,|,,
15,"2,029.00","1,137.00","2,439.00","1,137.00",410,141,58,---,,,,,,,,,,,,,,,,,
16,"2,358.00","1,079.00","2,358.00","1,137.00",410,58,329,|,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 11,640.0)   11,640.0",,,,,,Count of cuts   (1 x 16)   16,,,,,,,,,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
3 of 6,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,35116,,,,,,,,,,0,,,,0,,,508.5,,,430,,,
2,,33460,,,,,,,,,,508.5,,,,0,,,937,,,429,,,
3,,34019,,,,,,,,,,"1,445.50",,,,0,,,936,,,410,,,
4,,35796,,,,,,,,,,0,,,,430,,,"2,433.00",,,595.5,,,
5,,37096,,,,,,,,,,0,,,,"1,025.50",,,"2,418.00",,,58,,,
6,,34251,,,,,,,,,,0,,,,"1,083.50",,,"2,298.00",,,68,,,
7,,36829,,,,,,,,,,0,,,,"1,151.50",,,"2,398.00",,,58,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,430,,"2,440.00",,,430,,,"2,440.00",,,"1,220.00",,,430,,,---,,
2,,508.5,,,,0,,508.5,,,430,,,"2,440.00",,,430,,,508.5,,,|,,
3,,"1,445.50",,,,0,,"1,445.50",,,430,,,"1,931.50",,,430,,,937,,,|,,
4,,508.5,,,,429,,"1,445.50",,,429,,,937,,,430,,,429,,,---,,
5,,"2,381.50",,,,0,,"2,381.50",,,430,,,994.5,,,430,,,936,,,|,,
6,,"1,445.50",,,,410,,"2,381.50",,,410,,,936,,,430,,,410,,,---,,
7,,0,,,,"1,025.50",,"2,440.00",,,"1,025.50",,,"2,440.00",,,790,,,595.5,,,---,,
8,,"2,433.00",,,,430,,"2,433.00",,,"1,025.50",,,"2,440.00",,,595.5,,,"2,433.00",,,|,,
9,,0,,,,"1,083.50",,"2,440.00",,,"1,083.50",,,"2,440.00",,,194.5,,,58,,,---,,
10,,"2,418.00",,,,"1,025.50",,"2,418.00",,,"1,083.50",,,"2,440.00",,,58,,,"2,418.00",,,|,,
11,,0,,,,"1,151.50",,"2,440.00",,,"1,151.50",,,"2,440.00",,,136.5,,,68,,,---,,
12,,"2,298.00",,,,"1,083.50",,"2,298.00",,,"1,151.50",,,"2,440.00",,,68,,,"2,298.00",,,|,,
13,,0,,,,"1,209.50",,"2,440.00",,,"1,209.50",,,"2,440.00",,,68.5,,,58,,,---,,
14,,"2,398.00",,,,"1,151.50",,"2,398.00",,,"1,209.50",,,"2,440.00",,,58,,,"2,398.00",,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 16,142.5)   16,142.5",,,,,,,,,,,,,,,Count of cuts   (1 x 14)   14,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
4 of 6,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,33528,,,,,,,,,,0,,,,0,,,"2,408.00",,,380,,,
2,,36256,,,,,,,,,,0,,,,380,,,508.5,,,430,,,
3,,33145,,,,,,,,,,508.5,,,,380,,,937,,,429,,,
4,,36207,,,,,,,,,,"1,445.50",,,,380,,,937,,,429,,,
5,,32895,,,,,,,,,,0,,,,810,,,"2,408.00",,,380,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,380,,"2,440.00",,,380,,,"2,440.00",,,"1,220.00",,,380,,,---,,
2,,"2,408.00",,,,0,,"2,408.00",,,380,,,"2,440.00",,,380,,,"2,408.00",,,|,,
3,,0,,,,810,,"2,440.00",,,810,,,"2,440.00",,,840,,,430,,,---,,
4,,508.5,,,,380,,508.5,,,810,,,"2,440.00",,,430,,,508.5,,,|,,
5,,"1,445.50",,,,380,,"1,445.50",,,810,,,"1,931.50",,,430,,,937,,,|,,
6,,508.5,,,,809,,"1,445.50",,,809,,,937,,,430,,,429,,,---,,
7,,"2,382.50",,,,380,,"2,382.50",,,810,,,994.5,,,430,,,937,,,|,,
8,,"1,445.50",,,,809,,"2,382.50",,,809,,,937,,,430,,,429,,,---,,
9,,0,,,,"1,190.00",,"2,440.00",,,"1,190.00",,,"2,440.00",,,410,,,380,,,---,,
10,,"2,408.00",,,,810,,"2,408.00",,,"1,190.00",,,"2,440.00",,,380,,,"2,408.00",,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 11,244.0)   11,244.0",,,,,,,,,,,,,,,Count of cuts   (1 x 10)   10,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
5 of 6,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,35364,,,,,,,,,,0,,,,0,,,377,,,"1,192.00",,,*
2,,34922,,,,,,,,,,377,,,,0,,,"2,048.00",,,430,,,
3,,37268,,,,,,,,,,377,,,,430,,,"2,048.00",,,430,,,
4,,35714,,,,,,,,,,377,,,,860,,,"2,018.00",,,58,,,
5,,36169,,,,,,,,,,377,,,,918,,,"1,998.00",,,58,,,
6,,35244,,,,,,,,,,377,,,,976,,,"1,938.00",,,58,,,
7,,33905,,,,,,,,,,377,,,,"1,034.00",,,"1,918.00",,,58,,,
8,,35113,,,,,,,,,,377,,,,"1,092.00",,,"1,117.00",,,58,,,
9,,33764,,,,,,,,,,"1,494.00",,,,"1,092.00",,,903,,,58,,,
10,,35946,,,,,,,,,,377,,,,"1,150.00",,,"1,078.00",,,58,,,
