Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
1 of 40,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,11366,,,,,,,,,,0,,,,0,,,"2,098.00",,,580,,,
2,,8732,,,,,,,,,,0,,,,580,,,"2,098.00",,,580,,,
3,,11094,,,,,,,,,,0,,,,"1,160.00",,,"1,360.00",,,58,,,
4,,10554,,,,,,,,,,"1,360.00",,,,"1,160.00",,,730,,,58,,,
5,,11096,,,,,,,,,,"2,098.00",,,,0,,,333,,,729,,,*
6,,10870,,,,,,,,,,"2,098.00",,,,729,,,160,,,311,,,*
7,,11370,,,,,,,,,,"2,258.00",,,,729,,,160,,,311,,,*
8,,9797,,,,,,,,,,"2,098.00",,,,"1,040.00",,,312,,,179,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,"2,098.00",,,,0,,"2,098.00",,,"1,220.00",,,"2,440.00",,,"1,220.00",,,"2,098.00",,,|,,
2,,0,,,,580,,"2,098.00",,,580,,,"2,098.00",,,"1,220.00",,,580,,,---,,
3,,0,,,,"1,160.00",,"2,098.00",,,"1,160.00",,,"2,098.00",,,640,,,580,,,---,,
4,,0,,,,"1,218.00",,"2,098.00",,,"1,218.00",,,"2,098.00",,,60,,,58,,,---,,
5,,"1,360.00",,,,"1,160.00",,"1,360.00",,,"1,218.00",,,"2,098.00",,,58,,,"1,360.00",,,|,,
6,,"2,090.00",,,,"1,160.00",,"2,090.00",,,"1,218.00",,,738,,,58,,,730,,,|,,
7,,"2,431.00",,,,0,,"2,431.00",,,"1,220.00",,,342,,,"1,220.00",,,333,,,|,,
8,,"2,098.00",,,,729,,"2,431.00",,,729,,,333,,,"1,220.00",,,729,,,---,,
9,,"2,098.00",,,,"1,040.00",,"2,431.00",,,"1,040.00",,,333,,,491,,,311,,,---,,
10,,"2,258.00",,,,729,,"2,258.00",,,"1,040.00",,,333,,,311,,,160,,,|,,
11,,"2,418.00",,,,729,,"2,418.00",,,"1,040.00",,,173,,,311,,,160,,,|,,
12,,"2,098.00",,,,"1,219.00",,"2,431.00",,,"1,219.00",,,333,,,180,,,179,,,---,,
13,,"2,410.00",,,,"1,040.00",,"2,410.00",,,"1,219.00",,,333,,,179,,,312,,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 10,650.0)   10,650.0",,,,,,,,,,,,,,,Count of cuts   (1 x 13)   13,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
2 of 40,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,12452,,,,,,,,,,0,,,,0,,,260,,,177,,,
2,,7869,,,,,,,,,,0,,,,177,,,258,,,548,,,*
3,,11020,,,,,,,,,,0,,,,725,,,258,,,476.5,,,*
4,,7658,,,,,,,,,,260,,,,0,,,"2,098.00",,,580,,,
5,,10203,,,,,,,,,,260,,,,580,,,"2,098.00",,,580,,,
6,,11100,,,,,,,,,,260,,,,"1,160.00",,,"1,260.00",,,58,,,
7,,12462,,,,,,,,,,"1,520.00",,,,"1,160.00",,,810,,,58,,,
8,,11221,,,,,,,,,,"2,358.00",,,,0,,,38,,,"1,198.00",,,*
9,,9155,,,,,,,,,,"2,396.00",,,,0,,,38,,,"1,020.00",,,*
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,260,,,,0,,260,,,"1,220.00",,,"2,440.00",,,"1,220.00",,,260,,,|,,
2,,0,,,,177,,260,,,177,,,260,,,"1,220.00",,,177,,,---,,
3,,0,,,,725,,260,,,725,,,260,,,"1,043.00",,,548,,,---,,
4,,258,,,,177,,258,,,725,,,260,,,548,,,258,,,|,,
5,,0,,,,"1,201.50",,260,,,"1,201.50",,,260,,,495,,,476.5,,,---,,
6,,258,,,,725,,258,,,"1,201.50",,,260,,,476.5,,,258,,,|,,
7,,"2,358.00",,,,0,,"2,358.00",,,"1,220.00",,,"2,180.00",,,"1,220.00",,,"2,098.00",,,|,,
8,,260,,,,580,,"2,358.00",,,580,,,"2,098.00",,,"1,220.00",,,580,,,---,,
9,,260,,,,"1,160.00",,"2,358.00",,,"1,160.00",,,"2,098.00",,,640,,,580,,,---,,
10,,260,,,,"1,218.00",,"2,358.00",,,"1,218.00",,,"2,098.00",,,60,,,58,,,---,,
11,,"1,520.00",,,,"1,160.00",,"1,520.00",,,"1,218.00",,,"2,098.00",,,58,,,"1,260.00",,,|,,
12,,"2,330.00",,,,"1,160.00",,"2,330.00",,,"1,218.00",,,838,,,58,,,810,,,|,,
13,,"2,396.00",,,,0,,"2,396.00",,,"1,220.00",,,82,,,"1,220.00",,,38,,,|,,
14,,"2,358.00",,,,"1,198.00",,"2,396.00",,,"1,198.00",,,38,,,"1,220.00",,,"1,198.00",,,---,,
15,"2,434.00",0,"2,434.00","1,220.00",44,"1,220.00",38,|,,,,,,,,,,,,,,,,,
16,"2,396.00","1,020.00","2,434.00","1,020.00",38,"1,220.00","1,020.00",---,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 13,170.5)   13,170.5",,,,,,Count of cuts   (1 x 16)   16,,,,,,,,,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
3 of 40,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,10972,,,,,,,,,,0,,,,0,,,883,,,"1,218.00",,,*
2,,8536,,,,,,,,,,883,,,,0,,,"1,400.00",,,"1,198.00",,,
3,,8618,,,,,,,,,,"2,283.00",,,,0,,,58,,,971,,,*
4,,11889,,,,,,,,,,"2,283.00",,,,971,,,58,,,232,,,*
5,,7950,,,,,,,,,,"2,341.00",,,,0,,,38,,,447,,,*
6,,10500,,,,,,,,,,"2,341.00",,,,447,,,38,,,438,,,*
7,,8995,,,,,,,,,,"2,341.00",,,,885,,,38,,,156,,,*
8,,10826,,,,,,,,,,"2,341.00",,,,"1,041.00",,,38,,,179,,,*
9,,10875,,,,,,,,,,"2,379.00",,,,0,,,58,,,801,,,*
10,,9939,,,,,,,,,,"2,379.00",,,,801,,,58,,,412,,,*
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,883,,,,0,,883,,,"1,220.00",,,"2,440.00",,,"1,220.00",,,883,,,|,,
2,,0,,,,"1,218.00",,883,,,"1,218.00",,,883,,,"1,220.00",,,"1,218.00",,,---,,
3,,"2,283.00",,,,0,,"2,283.00",,,"1,220.00",,,"1,557.00",,,"1,220.00",,,"1,400.00",,,|,,
4,,883,,,,"1,198.00",,"2,283.00",,,"1,198.00",,,"1,400.00",,,"1,220.00",,,"1,198.00",,,---,,
