Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
1 of 3,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,4100,,,,,,,,,,0,,,,0,,,"1,960.00",,,401.5,,,
2,,4754,,,,,,,,,,0,,,,401.5,,,"2,319.00",,,762,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,401.5,,"2,440.00",,,401.5,,,"2,440.00",,,"1,220.00",,,401.5,,,---,,
2,,"1,960.00",,,,0,,"1,960.00",,,401.5,,,"2,440.00",,,401.5,,,"1,960.00",,,|,,
3,,0,,,,"1,163.50",,"2,440.00",,,"1,163.50",,,"2,440.00",,,818.5,,,762,,,---,,
4,,"2,319.00",,,,401.5,,"2,319.00",,,"1,163.50",,,"2,440.00",,,762,,,"2,319.00",,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 6,043.5)   6,043.5",,,,,,,,,,,,,,,Count of cuts   (1 x 4)   4,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
2 of 3,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,4809,,,,,,,,,,0,,,,0,,,"1,578.00",,,"1,078.50",,,
2,,4558,,,,,,,,,,"1,578.00",,,,0,,,364,,,"1,078.50",,,
3,,23431,,,,,,,,,,"1,942.00",,,,0,,,289,,,404,,,*
4,,23413,,,,,,,,,,"2,231.00",,,,0,,,160,,,460,,,*
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,"1,578.00",,,,0,,"1,578.00",,,"1,220.00",,,"2,440.00",,,"1,220.00",,,"1,578.00",,,|,,
2,,0,,,,"1,078.50",,"1,578.00",,,"1,078.50",,,"1,578.00",,,"1,220.00",,,"1,078.50",,,---,,
3,,"1,942.00",,,,0,,"1,942.00",,,"1,220.00",,,862,,,"1,220.00",,,364,,,|,,
4,,"1,578.00",,,,"1,078.50",,"1,942.00",,,"1,078.50",,,364,,,"1,220.00",,,"1,078.50",,,---,,
5,,"2,231.00",,,,0,,"2,231.00",,,"1,220.00",,,498,,,"1,220.00",,,289,,,|,,
6,,"1,942.00",,,,404,,"2,231.00",,,404,,,289,,,"1,220.00",,,404,,,---,,
7,,"2,391.00",,,,0,,"2,391.00",,,"1,220.00",,,209,,,"1,220.00",,,160,,,|,,
8,,"2,231.00",,,,460,,"2,391.00",,,460,,,160,,,"1,220.00",,,460,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 7,271.0)   7,271.0",,,,,,,,,,,,,,,Count of cuts   (1 x 8)   8,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
3 of 3,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,24831,,,,,,,,,,0,,,,0,,,92.5,,,403,,,*
2,,25415,,,,,,,,,,92.5,,,,0,,,"2,165.50",,,312,,,
3,,23991,,,,,,,,,,"2,258.00",,,,0,,,118,,,288,,,*
4,,23926,,*,,,,,*,,,"2,258.00",,,,288,,,118,,,288,,,*
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
