Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
1 of 10,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2158,,,,,,,,,,0,,,,0,,,"2,001.00",,,771,,,
2,,1560,,,,,,,,,,"2,001.00",,,,0,,,410,,,771,,,
3,,25,,,,,,,,,,0,,,,771,,,803,,,449,,,
4,,367,,,,,,,,,,803,,,,771,,,803,,,449,,,
5,,925,,,,,,,,,,"1,606.00",,,,771,,,803,,,449,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,771,,"2,440.00",,,771,,,"2,440.00",,,"1,220.00",,,771,,,---,,
2,,"2,001.00",,,,0,,"2,001.00",,,771,,,"2,440.00",,,771,,,"2,001.00",,,|,,
3,,"2,411.00",,,,0,,"2,411.00",,,771,,,439,,,771,,,410,,,|,,
4,,803,,,,771,,803,,,"1,220.00",,,"2,440.00",,,449,,,803,,,|,,
5,,"1,606.00",,,,771,,"1,606.00",,,"1,220.00",,,"1,637.00",,,449,,,803,,,|,,
6,,"2,409.00",,,,771,,"2,409.00",,,"1,220.00",,,834,,,449,,,803,,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 5,329.0)   5,329.0",,,,,,,,,,,,,,,Count of cuts   (1 x 6)   6,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
2 of 10,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1866,,,,,,,,,,0,,,,0,,,881.5,,,"1,020.00",,,
2,,2138,,,,,,,,,,0,,,,"1,020.00",,,852,,,198,,,*
3,,2304,,,,,,,,,,881.5,,,,0,,,212.5,,,600,,,*
4,,532,,,,,,,,,,881.5,,,,600,,,212.5,,,609,,,*
5,,1910,,,,,,,,,,"1,094.00",,,,0,,,850,,,875,,,*
6,,533,,,,,,,,,,"1,094.00",,,,875,,,850,,,198,,,*
7,,2350,,,,,,,,,,"1,094.00",,,,"1,073.00",,,802,,,132.5,,,
8,,1004,,,,,,,,,,"1,944.00",,,,0,,,489,,,601,,,*
9,,1788,,,,,,,,,,"1,944.00",,,,601,,,489,,,610,,,*
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,881.5,,,,0,,881.5,,,"1,220.00",,,"2,440.00",,,"1,220.00",,,881.5,,,|,,
2,,0,,,,"1,020.00",,881.5,,,"1,020.00",,,881.5,,,"1,220.00",,,"1,020.00",,,---,,
3,,0,,,,"1,218.00",,881.5,,,"1,218.00",,,881.5,,,200,,,198,,,---,,
4,,852,,,,"1,020.00",,852,,,"1,218.00",,,881.5,,,198,,,852,,,|,,
5,,"1,094.00",,,,0,,"1,094.00",,,"1,220.00",,,"1,558.50",,,"1,220.00",,,212.5,,,|,,
6,,881.5,,,,600,,"1,094.00",,,600,,,212.5,,,"1,220.00",,,600,,,---,,
7,,881.5,,,,"1,209.00",,"1,094.00",,,"1,209.00",,,212.5,,,620,,,609,,,---,,
8,,"1,944.00",,,,0,,"1,944.00",,,"1,220.00",,,"1,346.00",,,"1,220.00",,,850,,,|,,
9,,"1,094.00",,,,875,,"1,944.00",,,875,,,850,,,"1,220.00",,,875,,,---,,
10,,"1,094.00",,,,"1,073.00",,"1,944.00",,,"1,073.00",,,850,,,345,,,198,,,---,,
11,,"1,094.00",,,,"1,205.50",,"1,944.00",,,"1,205.50",,,850,,,147,,,132.5,,,---,,
12,,"1,896.00",,,,"1,073.00",,"1,896.00",,,"1,205.50",,,850,,,132.5,,,802,,,|,,
13,,"2,433.00",,,,0,,"2,433.00",,,"1,220.00",,,496,,,"1,220.00",,,489,,,|,,
14,,"1,944.00",,,,601,,"2,433.00",,,601,,,489,,,"1,220.00",,,601,,,---,,
15,"1,944.00","1,211.00","2,433.00","1,211.00",489,619,610,---,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 10,926.5)   10,926.5",,,,,,Count of cuts   (1 x 15)   15,,,,,,,,,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
3 of 10,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,892,,,,,,,,,,0,,,,0,,,"1,408.00",,,88,,,
2,,401,,,,,,,,,,"1,408.00",,,,0,,,398,,,88,,,
3,,2920,,,,,,,,,,0,,,,88,,,770,,,751.5,,,*
4,,2582,,,,,,,,,,770,,,,88,,,770,,,751.5,,,*
5,,3091,,,,,,,,,,"1,540.00",,,,88,,,294.5,,,748,,,
6,,3401,,,,,,,,,,"1,834.50",,,,88,,,297.5,,,748,,,
7,,3181,,,,,,,,,,"2,132.00",,,,88,,,294.5,,,748,,,
8,,592,,,,,,,,,,0,,,,839.5,,,"2,001.00",,,371,,,
9,,1719,,,,,,,,,,"2,001.00",,,,839.5,,,410,,,371,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
