Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
1 of 2,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,6099,,,,,,,,,,0,,,,0,,,"2,398.00",,,525,,,
2,,4025,,,,,,,,,,0,,,,525,,,"2,398.00",,,525,,,
3,,7201,,,,,,,,,,0,,,,"1,050.00",,,262,,,58,,,
4,,7389,,,,,,,,,,0,,,,"1,108.00",,,262,,,58,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,"2,398.00",,,,0,,"2,398.00",,,"1,220.00",,,"2,440.00",,,"1,220.00",,,"2,398.00",,,|,,
2,,0,,,,525,,"2,398.00",,,525,,,"2,398.00",,,"1,220.00",,,525,,,---,,
3,,0,,,,"1,050.00",,"2,398.00",,,"1,050.00",,,"2,398.00",,,695,,,525,,,---,,
4,,0,,,,"1,108.00",,"2,398.00",,,"1,108.00",,,"2,398.00",,,170,,,58,,,---,,
5,,262,,,,"1,050.00",,262,,,"1,108.00",,,"2,398.00",,,58,,,262,,,|,,
6,,0,,,,"1,166.00",,"2,398.00",,,"1,166.00",,,"2,398.00",,,112,,,58,,,---,,
7,,262,,,,"1,108.00",,262,,,"1,166.00",,,"2,398.00",,,58,,,262,,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 10,928.0)   10,928.0",,,,,,,,,,,,,,,Count of cuts   (1 x 7)   7,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
2 of 2,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,7332,,,,,,,,,,0,,,,0,,,491.5,,,262,,,*
2,,7275,,,,,,,,,,491.5,,,,0,,,491.5,,,262,,,*
3,,6079,,,,,,,,,,0,,,,262,,,491.5,,,262,,,*
4,,6267,,,,,,,,,,491.5,,,,262,,,491.5,,,262,,,*
5,,3632,,,,,,,,,,0,,,,524,,,262,,,524,,,
6,,4960,,,,,,,,,,262,,,,524,,,262,,,524,,,
7,,5216,,*,,,,,*,,,524,,,,524,,,262,,,491.5,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,983,,,,0,,983,,,"1,220.00",,,"2,440.00",,,"1,220.00",,,983,,,|,,
2,,0,,,,262,,983,,,262,,,983,,,"1,220.00",,,262,,,---,,
3,,491.5,,,,0,,491.5,,,262,,,983,,,262,,,491.5,,,|,,
4,,0,,,,524,,983,,,524,,,983,,,958,,,262,,,---,,
5,,491.5,,,,262,,491.5,,,524,,,983,,,262,,,491.5,,,|,,
6,,0,,,,"1,048.00",,983,,,"1,048.00",,,983,,,696,,,524,,,---,,
7,,262,,,,524,,262,,,"1,048.00",,,983,,,524,,,262,,,|,,
8,,524,,,,524,,524,,,"1,048.00",,,721,,,524,,,262,,,|,,
9,,786,,,,524,,786,,,"1,048.00",,,459,,,524,,,262,,,|,,
10,,524,,,,"1,015.50",,786,,,"1,015.50",,,262,,,524,,,491.5,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 6,527.0)   6,527.0",,,,,,,,,,,,,,,Count of cuts   (1 x 10)   10,,,,,,,,,,
