Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
1 of 2,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,24312,,,,,,,,,,0,,,,0,,,"1,693.00",,,598,,,
2,,25858,,,,,,,,,,"1,693.00",,,,0,,,735,,,557,,,
3,,23209,,,,,,,,,,0,,,,598,,,752,,,597,,,
4,,26723,,,,,,,,,,752,,,,598,,,"1,678.00",,,558,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,598,,"2,440.00",,,598,,,"2,440.00",,,"1,220.00",,,598,,,---,,
2,,"1,693.00",,,,0,,"1,693.00",,,598,,,"2,440.00",,,598,,,"1,693.00",,,|,,
3,,"2,428.00",,,,0,,"2,428.00",,,598,,,747,,,598,,,735,,,|,,
4,,"1,693.00",,,,557,,"2,428.00",,,557,,,735,,,598,,,557,,,---,,
5,,752,,,,598,,752,,,"1,220.00",,,"2,440.00",,,622,,,752,,,|,,
6,,0,,,,"1,195.00",,752,,,"1,195.00",,,752,,,622,,,597,,,---,,
7,,"2,430.00",,,,598,,"2,430.00",,,"1,220.00",,,"1,688.00",,,622,,,"1,678.00",,,|,,
8,,752,,,,"1,156.00",,"2,430.00",,,"1,156.00",,,"1,678.00",,,622,,,558,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 8,045.0)   8,045.0",,,,,,,,,,,,,,,Count of cuts   (1 x 8)   8,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
2 of 2,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,25690,,,,,,,,,,0,,,,0,,,597,,,752,,,*
2,,23469,,,,,,,,,,597,,,,0,,,145,,,557,,,
3,,25331,,,,,,,,,,742,,,,0,,,"1,627.00",,,556,,,
4,,23670,,,,,,,,,,0,,,,752,,,822,,,323,,,
5,,23014,,*,,,,,*,,,0,,,,"1,075.00",,,557,,,116,,,*
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,752,,"2,440.00",,,752,,,"2,440.00",,,"1,220.00",,,752,,,---,,
2,,597,,,,0,,597,,,752,,,"2,440.00",,,752,,,597,,,|,,
3,,742,,,,0,,742,,,752,,,"1,843.00",,,752,,,145,,,|,,
4,,597,,,,557,,742,,,557,,,145,,,752,,,557,,,---,,
5,,"2,369.00",,,,0,,"2,369.00",,,752,,,"1,698.00",,,752,,,"1,627.00",,,|,,
6,,742,,,,556,,"2,369.00",,,556,,,"1,627.00",,,752,,,556,,,---,,
7,,0,,,,"1,075.00",,"2,440.00",,,"1,075.00",,,"2,440.00",,,468,,,323,,,---,,
8,,822,,,,752,,822,,,"1,075.00",,,"2,440.00",,,323,,,822,,,|,,
9,,0,,,,"1,191.00",,"2,440.00",,,"1,191.00",,,"2,440.00",,,145,,,116,,,---,,
10,,557,,,,"1,075.00",,557,,,"1,191.00",,,"2,440.00",,,116,,,557,,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 11,787.0)   11,787.0",,,,,,,,,,,,,,,Count of cuts   (1 x 10)   10,,,,,,,,,,
