Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
1 of 4,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,3791,,,,,,,,,,0,,,,0,,,801,,,58,,,
2,,6818,,,,,,,,,,801,,,,0,,,801,,,58,,,
3,,3971,,,,,,,,,,"1,602.00",,,,0,,,801,,,58,,,
4,,6139,,,,,,,,,,0,,,,58,,,"2,368.00",,,578,,,
5,,7329,,,,,,,,,,0,,,,636,,,801,,,577,,,
6,,4707,,,,,,,,,,801,,,,636,,,801,,,577,,,
7,,7597,,,,,,,,,,"1,602.00",,,,636,,,801,,,575,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,58,,"2,440.00",,,58,,,"2,440.00",,,"1,220.00",,,58,,,---,,
2,,801,,,,0,,801,,,58,,,"2,440.00",,,58,,,801,,,|,,
3,,"1,602.00",,,,0,,"1,602.00",,,58,,,"1,639.00",,,58,,,801,,,|,,
4,,"2,403.00",,,,0,,"2,403.00",,,58,,,838,,,58,,,801,,,|,,
5,,0,,,,636,,"2,440.00",,,636,,,"2,440.00",,,"1,162.00",,,578,,,---,,
6,,"2,368.00",,,,58,,"2,368.00",,,636,,,"2,440.00",,,578,,,"2,368.00",,,|,,
7,,0,,,,"1,213.00",,"2,440.00",,,"1,213.00",,,"2,440.00",,,584,,,577,,,---,,
8,,801,,,,636,,801,,,"1,213.00",,,"2,440.00",,,577,,,801,,,|,,
9,,"1,602.00",,,,636,,"1,602.00",,,"1,213.00",,,"1,639.00",,,577,,,801,,,|,,
10,,"2,403.00",,,,636,,"2,403.00",,,"1,213.00",,,838,,,577,,,801,,,|,,
11,,"1,602.00",,,,"1,211.00",,"2,403.00",,,"1,211.00",,,801,,,577,,,575,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 10,604.0)   10,604.0",,,,,,,,,,,,,,,Count of cuts   (1 x 11)   11,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
2 of 4,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,3908,,,,,,,,,,0,,,,0,,,"2,368.00",,,578,,,
2,,5466,,,,,,,,,,0,,,,578,,,"2,368.00",,,578,,,
3,,5671,,,,,,,,,,0,,,,"1,156.00",,,"1,678.00",,,58,,,
4,,4943,,,,,,,,,,"2,368.00",,,,0,,,58,,,801,,,*
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,"2,368.00",,,,0,,"2,368.00",,,"1,220.00",,,"2,440.00",,,"1,220.00",,,"2,368.00",,,|,,
2,,0,,,,578,,"2,368.00",,,578,,,"2,368.00",,,"1,220.00",,,578,,,---,,
3,,0,,,,"1,156.00",,"2,368.00",,,"1,156.00",,,"2,368.00",,,642,,,578,,,---,,
4,,0,,,,"1,214.00",,"2,368.00",,,"1,214.00",,,"2,368.00",,,64,,,58,,,---,,
5,,"1,678.00",,,,"1,156.00",,"1,678.00",,,"1,214.00",,,"2,368.00",,,58,,,"1,678.00",,,|,,
