Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,,
1 of 3,,,1,,,,,,,,,,,,,,"2,440.0",,,"1,220.0",,,1x,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,33772,,,,,,,,,,0.0,,,,0.0,,,"2,393.0",,,58.0,,,,
2,,33002,,,,,,,,,,0.0,,,,58.0,,,"2,378.0",,,58.0,,,,
3,,34413,,,,,,,,,,0.0,,,,116.0,,,"2,393.0",,,58.0,,,,
4,,35795,,,,,,,,,,0.0,,,,174.0,,,"2,413.0",,,58.0,,,,
5,,35607,,,,,,,,,,0.0,,,,232.0,,,"2,378.0",,,58.0,,,,
6,,32558,,,,,,,,,,0.0,,,,290.0,,,"2,378.0",,,58.0,,,,
7,,34393,,,,,,,,,,0.0,,,,348.0,,,"2,378.0",,,58.0,,,,
8,,35670,,,,,,,,,,0.0,,,,406.0,,,"2,378.0",,,58.0,,,,
9,,32538,,,,,,,,,,0.0,,,,464.0,,,"2,378.0",,,58.0,,,,
10,,35474,,,,,,,,,,0.0,,,,522.0,,,"2,378.0",,,58.0,,,,
11,,35739,,,,,,,,,,0.0,,,,580.0,,,"2,393.0",,,58.0,,,,
12,,35731,,,,,,,,,,0.0,,,,638.0,,,"2,378.0",,,58.0,,,,
13,,37368,,,,,,,,,,0.0,,,,696.0,,,"2,378.0",,,58.0,,,,
14,,36622,,,,,,,,,,0.0,,,,754.0,,,"2,413.0",,,58.0,,,,
15,,33257,,,,,,,,,,0.0,,,,812.0,,,"2,378.0",,,58.0,,,,
16,,35920,,,,,,,,,,0.0,,,,870.0,,,"2,378.0",,,58.0,,,,
17,,36077,,,,,,,,,,0.0,,,,928.0,,,"2,413.0",,,58.0,,,,
18,,34049,,,,,,,,,,0.0,,,,986.0,,,"2,378.0",,,58.0,,,,
19,,36526,,,,,,,,,,0.0,,,,"1,044.0",,,"2,413.0",,,58.0,,,,
20,,35308,,,,,,,,,,0.0,,,,"1,102.0",,,"2,393.0",,,58.0,,,,
21,,32970,,,,,,,,,,0.0,,,,"1,160.0",,,"2,358.0",,,58.0,,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0.0,,,,58.0,,"2,440.0",,,58.0,,,"2,440.0",,,"1,220.0",,,58.0,,,---,,
2,,"2,393.0",,,,0.0,,"2,393.0",,,58.0,,,"2,440.0",,,58.0,,,"2,393.0",,,|,,
3,0.0,116.0,"2,440.0",116.0,"2,440.0","1,162.0",58.0,---
4,"2,378.0",58.0,"2,378.0",116.0,"2,440.0",58.0,"2,378.0",|
5,0.0,174.0,"2,440.0",174.0,"2,440.0","1,104.0",58.0,---
6,"2,393.0",116.0,"2,393.0",174.0,"2,440.0",58.0,"2,393.0",|
7,0.0,232.0,"2,440.0",232.0,"2,440.0","1,046.0",58.0,---
8,"2,413.0",174.0,"2,413.0",232.0,"2,440.0",58.0,"2,413.0",|
9,0.0,290.0,"2,440.0",290.0,"2,440.0",988.0,58.0,---
10,"2,378.0",232.0,"2,378.0",290.0,"2,440.0",58.0,"2,378.0",|
11,0.0,348.0,"2,440.0",348.0,"2,440.0",930.0,58.0,---
12,"2,378.0",290.0,"2,378.0",348.0,"2,440.0",58.0,"2,378.0",|
13,0.0,406.0,"2,440.0",406.0,"2,440.0",872.0,58.0,---
14,"2,378.0",348.0,"2,378.0",406.0,"2,440.0",58.0,"2,378.0",|
15,0.0,464.0,"2,440.0",464.0,"2,440.0",814.0,58.0,---
16,"2,378.0",406.0,"2,378.0",464.0,"2,440.0",58.0,"2,378.0",|
17,0.0,522.0,"2,440.0",522.0,"2,440.0",756.0,58.0,---
18,"2,378.0",464.0,"2,378.0",522.0,"2,440.0",58.0,"2,378.0",|
19,0.0,580.0,"2,440.0",580.0,"2,440.0",698.0,58.0,---
20,"2,378.0",522.0,"2,378.0",580.0,"2,440.0",58.0,"2,378.0",|
21,0.0,638.0,"2,440.0",638.0,"2,440.0",640.0,58.0,---
22,"2,393.0",580.0,"2,393.0",638.0,"2,440.0",58.0,"2,393.0",|
23,0.0,696.0,"2,440.0",696.0,"2,440.0",582.0,58.0,---
24,"2,378.0",638.0,"2,378.0",696.0,"2,440.0",58.0,"2,378.0",|
25,0.0,754.0,"2,440.0",754.0,"2,440.0",524.0,58.0,---
26,"2,378.0",696.0,"2,378.0",754.0,"2,440.0",58.0,"2,378.0",|
27,0.0,812.0,"2,440.0",812.0,"2,440.0",466.0,58.0,---
28,"2,413.0",754.0,"2,413.0",812.0,"2,440.0",58.0,"2,413.0",|
29,0.0,870.0,"2,440.0",870.0,"2,440.0",408.0,58.0,---
30,"2,378.0",812.0,"2,378.0",870.0,"2,440.0",58.0,"2,378.0",|
31,0.0,928.0,"2,440.0",928.0,"2,440.0",350.0,58.0,---
32,"2,378.0",870.0,"2,378.0",928.0,"2,440.0",58.0,"2,378.0",|
33,0.0,986.0,"2,440.0",986.0,"2,440.0",292.0,58.0,---
34,"2,413.0",928.0,"2,413.0",986.0,"2,440.0",58.0,"2,413.0",|
35,0.0,"1,044.0","2,440.0","1,044.0","2,440.0",234.0,58.0,---
36,"2,378.0",986.0,"2,378.0","1,044.0","2,440.0",58.0,"2,378.0",|
37,0.0,"1,102.0","2,440.0","1,102.0","2,440.0",176.0,58.0,---
38,"2,413.0","1,044.0","2,413.0","1,102.0","2,440.0",58.0,"2,413.0",|
39,0.0,"1,160.0","2,440.0","1,160.0","2,440.0",118.0,58.0,---
40,"2,393.0","1,102.0","2,393.0","1,160.0","2,440.0",58.0,"2,393.0",|
