Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,,,
1 of 3,,,1,,,,,,,,,,,,,,"2,440.0",,,"1,220.0",,,1x,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,37418,,,,,,,,,,0.0,,,,0.0,,,"2,088.5",,,445.0,,,,,
2,,33038,,,,,,,,,,"2,088.5",,,,0.0,,,219.0,,,396.0,,,*,,
3,,33941,,,,,,,,,,0.0,,,,445.0,,,"2,088.5",,,445.0,,,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0.0,,,,445.0,,"2,440.0",,,445.0,,,"2,440.0",,,"1,220.0",,,445.0,,,---,,,
2,,"2,088.5",,,,0.0,,"2,088.5",,,445.0,,,"2,440.0",,,445.0,,,"2,088.5",,,|,,,
3,,"2,307.5",,,,0.0,,"2,307.5",,,445.0,,,351.5,,,445.0,,,219.0,,,|,,,
4,,"2,088.5",,,,396.0,,"2,307.5",,,396.0,,,219.0,,,445.0,,,396.0,,,---,,,
5,,0.0,,,,890.0,,"2,440.0",,,890.0,,,"2,440.0",,,775.0,,,445.0,,,---,,,
6,,"2,088.5",,,,445.0,,"2,088.5",,,890.0,,,"2,440.0",,,445.0,,,"2,088.5",,,|,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 6,434.0)   6,434.0",,,,,,,,,,,,,,,Count of cuts   (1 x 6)   6,,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,,
2 of 3,,,1,,,,,,,,,,,,,,"2,440.0",,,"1,220.0",,,1x,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,35443,,,,,,,,,,0.0,,,,0.0,,,"2,088.5",,,445.0,,,,
2,,35568,,,,,,,,,,0.0,,,,445.0,,,"2,088.5",,,445.0,,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,"2,088.5",,,,0.0,,"2,088.5",,,"1,220.0",,,"2,440.0",,,"1,220.0",,,"2,088.5",,,|,,
2,,0.0,,,,445.0,,"2,088.5",,,445.0,,,"2,088.5",,,"1,220.0",,,445.0,,,---,,
3,,0.0,,,,890.0,,"2,088.5",,,890.0,,,"2,088.5",,,775.0,,,445.0,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 5,397.0)   5,397.0",,,,,,,,,,,,,,,Count of cuts   (1 x 3)   3,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,,
3 of 3,,,1,,,,,,,,,,,,,,"2,440.0",,,"1,220.0",,,1x,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,32714,,,,,,,,,,0.0,,,,0.0,,,358.0,,,395.5,,,,
2,,33889,,,,,,,,,,0.0,,,,395.5,,,358.0,,,395.5,,,,
3,,35933,,,,,,,,,,0.0,,,,791.0,,,358.0,,,397.0,,,,
4,,34058,,,,,,,,,,358.0,,,,0.0,,,358.0,,,395.5,,,,
5,,36470,,,,,,,,,,358.0,,,,395.5,,,358.0,,,395.5,,,,
6,,33800,,*,,,,,*,,,358.0,,,,791.0,,,358.0,,,397.0,,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,358.0,,,,0.0,,358.0,,,"1,220.0",,,"2,440.0",,,"1,220.0",,,358.0,,,|,,
2,,0.0,,,,395.5,,358.0,,,395.5,,,358.0,,,"1,220.0",,,395.5,,,---,,
3,,0.0,,,,791.0,,358.0,,,791.0,,,358.0,,,824.5,,,395.5,,,---,,
4,,0.0,,,,"1,188.0",,358.0,,,"1,188.0",,,358.0,,,429.0,,,397.0,,,---,,
5,,716.0,,,,0.0,,716.0,,,"1,220.0",,,"2,082.0",,,"1,220.0",,,358.0,,,|,,
6,,358.0,,,,395.5,,716.0,,,395.5,,,358.0,,,"1,220.0",,,395.5,,,---,,
7,,358.0,,,,791.0,,716.0,,,791.0,,,358.0,,,824.5,,,395.5,,,---,,
8,,358.0,,,,"1,188.0",,716.0,,,"1,188.0",,,358.0,,,429.0,,,397.0,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 4,588.0)   4,588.0",,,,,,,,,,,,,,,Count of cuts   (1 x 8)   8,,,,,,,,,,,
