Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
1 of 5,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,4748,,,,,,,,,,0,,,,0,,,"2,101.00",,,819.5,,,
2,,3902,,,,,,,,,,0,,,,819.5,,,"2,101.00",,,392,,,
3,,4266,,,,,,,,,,"2,101.00",,,,0,,,210.5,,,570.4,,,
4,,4430,,,,,,,,,,"2,101.00",,,,570.4,,,210.5,,,570.4,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,"2,101.00",,,,0,,"2,101.00",,,"1,220.00",,,"2,440.00",,,"1,220.00",,,"2,101.00",,,|,,
2,,0,,,,819.5,,"2,101.00",,,819.5,,,"2,101.00",,,"1,220.00",,,819.5,,,---,,
3,,0,,,,"1,211.50",,"2,101.00",,,"1,211.50",,,"2,101.00",,,400.5,,,392,,,---,,
4,,"2,311.50",,,,0,,"2,311.50",,,"1,220.00",,,339,,,"1,220.00",,,210.5,,,|,,
5,,"2,101.00",,,,570.4,,"2,311.50",,,570.4,,,210.5,,,"1,220.00",,,570.4,,,---,,
6,,"2,101.00",,,,"1,140.80",,"2,311.50",,,"1,140.80",,,210.5,,,649.6,,,570.4,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 7,063.0)   7,063.0",,,,,,,,,,,,,,,Count of cuts   (1 x 6)   6,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
2 of 5,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,5367,,,,,,,,,,0,,,,0,,,"1,966.00",,,807,,,
2,,5525,,,,,,,,,,0,,,,807,,,987,,,344.5,,,*
3,,6316,,,,,,,,,,987,,,,807,,,479,,,344.5,,,*
4,,4054,,,,,,,,,,"1,466.00",,,,807,,,479,,,344.5,,,*
5,,6392,,,,,,,,,,"1,966.00",,,,0,,,210.5,,,561.2,,,
6,,4760,,,,,,,,,,"1,966.00",,,,561.2,,,210.5,,,561.4,,,
7,,3940,,,,,,,,,,"2,176.50",,,,0,,,210.5,,,561.4,,,
8,,3897,,,,,,,,,,"2,176.50",,,,561.4,,,210.5,,,561.2,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,"1,966.00",,,,0,,"1,966.00",,,"1,220.00",,,"2,440.00",,,"1,220.00",,,"1,966.00",,,|,,
2,,0,,,,807,,"1,966.00",,,807,,,"1,966.00",,,"1,220.00",,,807,,,---,,
3,,0,,,,"1,151.50",,"1,966.00",,,"1,151.50",,,"1,966.00",,,413,,,344.5,,,---,,
4,,987,,,,807,,987,,,"1,151.50",,,"1,966.00",,,344.5,,,987,,,|,,
5,,"1,466.00",,,,807,,"1,466.00",,,"1,151.50",,,979,,,344.5,,,479,,,|,,
6,,"1,945.00",,,,807,,"1,945.00",,,"1,151.50",,,500,,,344.5,,,479,,,|,,
7,,"2,176.50",,,,0,,"2,176.50",,,"1,220.00",,,474,,,"1,220.00",,,210.5,,,|,,
8,,"1,966.00",,,,561.2,,"2,176.50",,,561.2,,,210.5,,,"1,220.00",,,561.2,,,---,,
9,,"1,966.00",,,,"1,122.60",,"2,176.50",,,"1,122.60",,,210.5,,,658.8,,,561.4,,,---,,
10,,"2,387.00",,,,0,,"2,387.00",,,"1,220.00",,,263.5,,,"1,220.00",,,210.5,,,|,,
11,,"2,176.50",,,,561.4,,"2,387.00",,,561.4,,,210.5,,,"1,220.00",,,561.4,,,---,,
12,,"2,176.50",,,,"1,122.60",,"2,387.00",,,"1,122.60",,,210.5,,,658.6,,,561.2,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 9,467.5)   9,467.5",,,,,,,,,,,,,,,Count of cuts   (1 x 12)   12,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
3 of 5,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,6654,,,,,,,,,,0,,,,0,,,"2,071.00",,,577,,,
2,,5658,,,,,,,,,,"2,071.00",,,,0,,,173,,,410,,,
3,,6338,,,,,,,,,,0,,,,577,,,662.5,,,543,,,
4,,6656,,,,,,,,,,662.5,,,,577,,,"1,538.50",,,478,,,
5,,4021,,,,,,,,,,"2,201.00",,,,577,,,173,,,410,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,577,,"2,440.00",,,577,,,"2,440.00",,,"1,220.00",,,577,,,---,,
2,,"2,071.00",,,,0,,"2,071.00",,,577,,,"2,440.00",,,577,,,"2,071.00",,,|,,
3,,"2,244.00",,,,0,,"2,244.00",,,577,,,369,,,577,,,173,,,|,,
4,,"2,071.00",,,,410,,"2,244.00",,,410,,,173,,,577,,,410,,,---,,
5,,662.5,,,,577,,662.5,,,"1,220.00",,,"2,440.00",,,643,,,662.5,,,|,,
6,,0,,,,"1,120.00",,662.5,,,"1,120.00",,,662.5,,,643,,,543,,,---,,
7,,"2,201.00",,,,577,,"2,201.00",,,"1,220.00",,,"1,777.50",,,643,,,"1,538.50",,,|,,
8,,662.5,,,,"1,055.00",,"2,201.00",,,"1,055.00",,,"1,538.50",,,643,,,478,,,---,,
9,,"2,374.00",,,,577,,"2,374.00",,,"1,220.00",,,239,,,643,,,173,,,|,,
10,,"2,201.00",,,,987,,"2,374.00",,,987,,,173,,,643,,,410,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 8,070.0)   8,070.0",,,,,,,,,,,,,,,Count of cuts   (1 x 10)   10,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
4 of 5,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,4407,,,,,,,,,,0,,,,0,,,"2,101.00",,,810.5,,,
2,,4768,,,,,,,,,,0,,,,810.5,,,987,,,344.5,,,*
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,"2,101.00",,,,0,,"2,101.00",,,"1,220.00",,,"2,440.00",,,"1,220.00",,,"2,101.00",,,|,,
2,,0,,,,810.5,,"2,101.00",,,810.5,,,"2,101.00",,,"1,220.00",,,810.5,,,---,,
3,,0,,,,"1,155.00",,"2,101.00",,,"1,155.00",,,"2,101.00",,,409.5,,,344.5,,,---,,
4,,987,,,,810.5,,987,,,"1,155.00",,,"2,101.00",,,344.5,,,987,,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 5,766.5)   5,766.5",,,,,,,,,,,,,,,Count of cuts   (1 x 4)   4,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
5 of 5,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
