Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
1 of 2,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,10933,,,,,,,,,,0,,,,0,,,948,,,398,,,
2,,8435,,,,,,,,,,948,,,,0,,,742,,,397,,,
3,,10235,,,,,,,,,,"1,690.00",,,,0,,,742,,,397,,,
4,,9990,,,,,,,,,,0,,,,398,,,742,,,397,,,
5,,9902,,,,,,,,,,742,,,,398,,,"1,135.00",,,378,,,
6,,7829,,,,,,,,,,"1,877.00",,,,398,,,548,,,348,,,
7,,11764,,,,,,,,,,0,,,,795,,,"1,098.00",,,398,,,
8,,9992,,,,,,,,,,"1,098.00",,,,795,,,"1,317.00",,,348,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,398,,"2,440.00",,,398,,,"2,440.00",,,"1,220.00",,,398,,,---,,
2,,948,,,,0,,948,,,398,,,"2,440.00",,,398,,,948,,,|,,
3,,"1,690.00",,,,0,,"1,690.00",,,398,,,"1,492.00",,,398,,,742,,,|,,
4,,948,,,,397,,"1,690.00",,,397,,,742,,,398,,,397,,,---,,
5,,"2,432.00",,,,0,,"2,432.00",,,398,,,750,,,398,,,742,,,|,,
6,,"1,690.00",,,,397,,"2,432.00",,,397,,,742,,,398,,,397,,,---,,
7,,0,,,,795,,"2,440.00",,,795,,,"2,440.00",,,822,,,397,,,---,,
8,,742,,,,398,,742,,,795,,,"2,440.00",,,397,,,742,,,|,,
9,,"1,877.00",,,,398,,"1,877.00",,,795,,,"1,698.00",,,397,,,"1,135.00",,,|,,
10,,742,,,,776,,"1,877.00",,,776,,,"1,135.00",,,397,,,378,,,---,,
11,,"2,425.00",,,,398,,"2,425.00",,,795,,,563,,,397,,,548,,,|,,
12,,"1,877.00",,,,746,,"2,425.00",,,746,,,548,,,397,,,348,,,---,,
13,,0,,,,"1,193.00",,"2,440.00",,,"1,193.00",,,"2,440.00",,,425,,,398,,,---,,
14,,"1,098.00",,,,795,,"1,098.00",,,"1,193.00",,,"2,440.00",,,398,,,"1,098.00",,,|,,
15,,"2,415.00",,,,795,,"2,415.00",,,"1,193.00",,,"1,342.00",,,398,,,"1,317.00",,,|,,
16,,"1,098.00",,,,"1,143.00",,"2,415.00",,,"1,143.00",,,"1,317.00",,,398,,,348,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 14,985.0)   14,985.0",,,,,,,,,,,,,,,Count of cuts   (1 x 16)   16,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
2 of 2,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,9684,,,,,,,,,,0,,,,0,,,"2,298.00",,,288,,,
2,,9447,,,,,,,,,,0,,,,288,,,397,,,742,,,*
3,,9098,,*,,,,,*,,,397,,,,288,,,"2,043.00",,,398,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,288,,"2,440.00",,,288,,,"2,440.00",,,"1,220.00",,,288,,,---,,
2,,"2,298.00",,,,0,,"2,298.00",,,288,,,"2,440.00",,,288,,,"2,298.00",,,|,,
3,,0,,,,"1,030.00",,"2,440.00",,,"1,030.00",,,"2,440.00",,,932,,,742,,,---,,
4,,397,,,,288,,397,,,"1,030.00",,,"2,440.00",,,742,,,397,,,|,,
5,,397,,,,686,,"2,440.00",,,686,,,"2,043.00",,,742,,,398,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 7,953.0)   7,953.0",,,,,,,,,,,,,,,Count of cuts   (1 x 5)   5,,,,,,,,,,
